KO	BCMy_011_trim_nohost	BCMy_021_trim_nohost	BCMy_031_trim_nohost	BCMy_041_trim_nohost	BCMy_071_trim_nohost	BCMy_081_trim_nohost	BCMy_091_trim_nohost	BCMy_121_trim_nohost	BCMy_131_trim_nohost	BCMy_151_trim_nohost	BCMy_181_trim_nohost	BCMy_211_trim_nohost
K07030	11	156	33	329	3	0	0	0	1458	144	0	95
K07032	0	0	0	0	0	0	1	0	0	0	0	0
K07033	2	206	50	390	2	0	0	1	2311	219	2	186
K07035	2	0	0	4	0	0	1	3	0	0	0	6
K07037	0	175	44	358	0	0	0	0	1349	129	2	76
K07039	0	5	7	11	0	0	0	0	54	5	0	2
K07040	2	32	7	68	0	1	1	0	239	34	0	15
K07042	1	47	17	79	0	0	0	0	271	27	0	27
K07043	0	13	0	49	0	2	1	0	0	9	0	0
K07045	0	2	0	0	0	0	0	0	0	0	0	0
K07048	2	0	0	0	0	0	0	0	0	0	0	0
K07050	2	0	0	0	0	0	0	0	0	0	0	1
K07052	1	60	21	130	2	3	2	2	340	48	4	32
K07053	0	0	0	0	0	0	0	0	0	2	0	0
K07056	2	53	15	164	1	0	2	0	572	45	2	37
K07058	3	56	9	128	4	5	4	0	458	46	2	22
K07059	0	3	0	2	0	0	0	0	0	1	0	0
K07062	0	11	0	13	0	0	0	0	0	0	0	0
K07068	0	0	0	1	0	0	0	0	0	0	0	0
K07074	0	16	2	21	1	0	0	0	0	7	0	0
K07077	0	2	0	0	0	0	0	0	0	0	0	0
K07079	0	0	0	0	0	0	0	2	0	0	0	6
K07080	0	0	0	0	0	0	2	0	0	0	0	0
K07082	1	45	16	145	0	0	0	0	441	24	0	20
K07085	0	136	45	319	0	3	0	0	1213	128	2	94
K07088	4	114	29	153	3	0	3	0	640	89	0	41
K07089	0	48	21	100	1	0	0	0	404	28	0	17
K07090	0	8	1	17	3	2	1	4	28	10	0	4
K07091	0	24	2	88	1	2	0	0	6	17	0	4
K07095	0	32	10	88	0	0	0	0	298	29	0	13
K07098	0	0	0	0	0	0	4	2	1	0	0	2
K07101	0	0	0	0	0	0	1	0	0	0	0	0
K07102	0	0	0	2	0	0	0	0	0	0	0	0
K07104	0	15	9	59	0	0	0	0	147	19	0	10
K07105	0	37	9	70	0	2	0	0	307	28	0	31
K07106	0	139	41	411	3	0	2	2	1151	143	0	79
K07107	0	2	0	12	0	0	0	2	0	4	0	1
K07112	0	0	0	0	0	0	0	2	0	0	0	0
K07113	1	0	0	0	0	0	0	0	0	0	0	0
K07114	0	0	0	0	0	2	0	3	2	0	0	0
K07118	0	27	4	98	0	0	0	0	326	58	0	29
K07119	2	0	0	0	0	0	0	0	0	0	0	0
K07120	0	7	0	27	0	0	0	0	2	7	0	9
K07124	1	59	11	125	0	0	0	0	593	57	0	53
K07126	6	43	5	112	4	1	0	5	0	14	0	4
K07132	0	0	0	2	0	0	1	0	0	2	0	0
K07133	0	0	0	0	4	1	0	2	3	0	0	0
K07137	0	12	1	33	2	0	1	2	0	7	2	5
K07138	2	0	0	0	0	0	2	0	0	0	0	0
K07139	0	74	21	184	0	0	3	0	875	77	0	27
K07146	0	7	0	16	0	0	0	0	0	7	0	4
K07148	0	0	0	0	0	0	0	0	0	0	2	0
K07149	0	35	5	86	0	0	0	1	77	18	0	22
K07150	0	38	32	112	0	0	0	0	405	50	0	17
K07152	0	6	1	7	0	0	0	0	0	8	1	2
K07154	2	0	0	0	0	0	0	2	0	0	1	0
K07157	0	10	1	11	0	0	0	0	3	12	0	0
K07161	2	0	0	0	0	0	0	0	0	0	0	0
K07162	0	0	0	0	0	0	1	0	0	0	0	0
K07164	0	0	0	0	0	0	0	1	0	0	0	0
K07165	0	0	0	0	0	0	0	0	2	0	0	0
K07171	0	29	5	62	0	0	0	0	234	31	4	30
K07172	1	1	0	8	0	0	0	0	0	1	0	0
K07173	0	34	13	72	0	0	0	0	229	43	0	7
K07175	0	1	0	0	0	0	0	3	0	0	0	0
K07177	1	34	14	158	0	0	0	0	450	66	0	57
K07192	0	0	0	0	0	0	1	0	0	0	0	0
K07213	0	0	0	1	1	0	0	0	5	1	0	0
K07214	0	0	0	0	0	0	0	0	0	0	0	2
K07217	0	0	0	1	0	0	0	0	0	0	0	0
K07220	1	0	0	0	0	0	0	0	0	0	0	0
K07221	2	1	0	0	0	0	0	1	0	0	0	0
K07223	0	0	0	0	0	0	0	0	0	0	0	1
K07224	0	0	0	0	0	0	0	2	0	0	0	1
K07230	0	0	0	0	0	1	0	0	0	0	0	0
K07233	0	12	0	19	0	0	0	0	0	5	0	0
K07234	0	0	0	0	0	2	0	0	0	0	0	0
K07238	0	0	0	2	0	0	0	0	0	0	0	0
K07239	0	0	0	0	0	2	0	0	0	0	0	0
K07240	0	0	0	0	0	2	2	0	0	0	0	4
K07241	0	1	0	0	0	0	0	0	0	0	0	0
K07243	0	2	0	0	0	3	2	0	0	0	2	0
K07245	0	3	1	2	0	0	0	0	19	0	0	3
K07246	0	1	0	1	0	0	0	0	0	2	2	0
K07258	2	24	2	14	2	0	1	2	0	3	2	0
K07259	0	2	0	4	0	0	0	2	0	0	2	0
K07262	0	0	0	0	0	0	0	0	0	0	0	1
K07263	0	16	0	65	1	2	0	0	3	12	0	8
K07264	2	0	0	0	0	0	0	0	0	0	0	0
K07265	0	7	0	7	0	0	0	0	0	5	0	4
K07266	0	7	0	14	0	0	0	0	0	5	0	4
K07267	2	40	2	97	0	0	0	1	4	13	0	6
K07271	0	0	0	0	0	0	0	0	0	0	2	0
K07272	0	0	0	0	2	0	0	0	0	0	0	0
K07273	4	162	22	198	0	0	0	0	774	173	3	90
K07275	0	7	0	17	0	0	0	0	0	4	0	3
K07276	0	12	0	12	0	0	0	0	2	2	0	3
K07277	1	28	3	65	0	1	0	0	1	9	0	11
K07278	0	11	3	24	2	0	0	0	0	11	0	3
K07282	0	0	0	0	2	4	0	0	0	0	0	0
K07284	0	33	5	116	2	2	2	3	217	23	0	12
K07287	0	0	0	0	0	0	0	0	2	0	0	0
K07289	1	35	1	51	0	0	0	1	0	14	0	9
K07290	0	0	0	0	0	0	0	0	0	0	0	1
K07301	2	0	0	0	0	0	2	1	0	0	0	0
K07302	0	0	0	0	0	0	2	0	0	0	0	0
K07303	0	0	0	0	1	0	4	0	0	0	0	0
K07304	1	21	10	121	0	0	4	2	247	44	4	28
K07305	1	35	10	109	0	0	1	0	313	41	1	30
K07307	0	0	0	0	0	0	2	0	0	0	0	0
K07313	0	0	0	0	0	0	0	2	0	0	0	0
K07316	2	0	0	0	2	0	0	6	0	0	0	0
K07320	0	0	0	0	0	0	0	0	1	0	0	0
K07323	0	20	1	11	1	0	0	0	0	9	0	3
K07326	0	0	0	6	0	0	0	0	0	3	0	0
K07335	2	91	24	221	0	0	0	2	749	65	0	48
K07336	0	7	0	15	0	0	0	0	1	11	1	2
K07339	0	2	0	0	0	0	0	0	0	0	0	0
K07341	0	11	0	16	0	0	0	0	0	4	0	0
K07344	1	0	0	0	0	0	0	0	0	0	0	0
K07375	0	1	0	0	0	0	0	0	0	0	0	0
K07386	7	24	2	26	1	2	0	2	0	11	1	4
K07390	2	3	0	7	0	0	0	0	0	0	0	0
K07391	0	12	0	54	0	0	0	0	2	13	0	4
K07402	2	0	0	0	0	0	0	2	0	0	0	2
K07403	0	0	0	0	0	0	0	0	0	0	0	2
K07404	0	79	31	189	2	2	0	0	780	78	0	50
K07407	2	131	29	322	3	4	2	4	1520	163	5	72
K07442	1	0	0	0	0	0	0	0	0	0	0	0
K07444	4	69	13	158	0	0	0	3	647	49	0	56
K07447	0	35	15	90	0	0	0	2	358	37	0	28
K07448	0	19	1	35	0	0	0	0	1	5	0	2
K07451	0	26	6	47	0	0	0	0	215	34	0	23
K07452	0	0	0	8	0	0	0	0	50	9	0	0
K07455	0	0	0	0	0	0	0	1	0	0	0	0
K07456	2	179	34	397	6	3	0	5	1520	208	0	120
K07458	0	10	0	8	0	0	0	0	0	5	0	0
K07459	1	0	0	0	0	0	0	0	0	0	2	0
K07460	0	0	2	5	0	0	0	0	0	1	0	2
K07461	0	69	11	158	0	0	0	1	646	66	0	39
K07462	8	153	44	331	4	0	2	1	1387	150	0	81
K07464	0	65	17	132	0	0	0	0	538	47	0	17
K07465	0	8	0	10	0	0	0	0	0	4	0	0
K07467	0	226	52	541	1	2	1	2	1661	234	2	145
K07473	3	0	0	0	0	0	0	0	0	0	0	0
K07474	0	57	6	5	0	0	0	0	593	7	0	80
K07475	0	0	0	0	0	0	0	0	4	0	0	0
K07478	17	87	11	227	0	0	0	0	952	77	3	66
K07481	0	0	0	0	0	0	0	2	0	0	0	0
K07483	6	2	0	0	4	1	2	1	0	0	0	0
K07484	2	0	0	0	0	0	0	0	0	2	0	0
K07485	0	3	0	12	0	0	0	1	2	0	0	1
K07486	0	0	0	0	1	0	0	0	0	0	0	0
K07487	0	1	1	0	0	0	0	0	5	1	0	0
K07491	0	2	0	0	2	0	4	2	0	0	0	0
K07493	17	0	0	0	0	0	0	1	0	0	0	0
K07496	0	0	0	0	2	1	2	0	0	0	0	0
K07497	9	55	5	148	6	1	1	3	1	28	4	9
K07503	0	1	0	0	0	0	0	0	0	0	0	0
K07505	0	0	9	0	0	0	0	0	0	2	0	53
K07506	0	0	0	1	0	0	0	0	5	0	0	0
K07507	2	36	11	155	0	0	0	0	424	54	0	39
K07516	0	0	0	0	0	0	0	0	0	1	0	0
K07533	0	48	16	148	2	0	2	2	321	45	0	46
K07535	0	0	0	0	0	0	0	0	1	0	0	0
K07540	0	0	0	1	0	0	0	0	0	0	0	0
K07552	4	25	0	55	0	2	0	0	3	15	0	8
K07560	0	28	13	47	0	0	0	0	192	28	0	19
K07566	2	94	15	193	2	0	11	0	741	66	0	40
K07568	0	79	21	206	0	2	2	2	637	90	0	66
K07570	0	28	1	54	0	0	0	0	108	24	0	9
K07571	0	32	12	102	1	0	0	0	212	45	0	9
K07574	0	39	2	52	0	0	0	0	235	29	6	17
K07576	0	0	0	0	0	1	0	0	0	0	0	1
K07584	0	24	6	33	0	0	0	0	249	27	0	14
K07586	0	35	4	100	0	0	0	0	356	32	0	24
K07590	0	0	0	0	0	0	0	0	1	0	0	0
K07636	2	20	3	49	1	1	1	4	79	22	0	10
K07642	0	0	0	0	0	0	1	0	0	0	0	2
K07644	0	0	0	0	0	0	0	0	1	0	6	0
K07645	0	0	0	0	0	2	0	0	0	0	0	0
K07646	0	0	0	0	0	4	0	2	0	0	0	0
K07651	0	0	0	0	0	0	0	0	1	0	0	0
K07652	1	111	25	261	0	0	6	0	1159	87	3	92
K07657	0	10	2	15	0	0	0	0	6	12	2	1
K07659	1	1	0	0	0	0	0	0	0	0	0	0
K07660	0	9	1	15	0	0	0	0	34	3	0	6
K07662	0	1	1	3	0	0	0	0	14	0	0	0
K07666	0	1	0	1	0	0	0	0	0	0	0	0
K07667	0	0	0	0	2	0	0	2	2	0	0	0
K07668	2	70	13	131	0	0	0	0	449	53	0	40
K07669	0	2	0	0	0	0	0	0	0	0	0	0
K07670	0	1	0	0	0	0	0	0	0	0	0	0
K07672	0	2	0	0	1	0	0	0	0	0	0	0
K07678	0	3	2	7	0	0	0	0	36	0	0	6
K07683	0	2	0	0	0	0	0	0	0	0	0	0
K07692	0	0	0	0	0	0	0	0	0	1	0	0
K07693	0	33	15	98	0	0	0	0	299	19	0	23
K07694	2	0	0	0	0	0	0	0	0	0	0	0
K07699	0	0	0	0	0	2	0	0	0	0	0	0
K07700	0	0	0	0	0	0	0	0	1	0	0	0
K07701	0	0	0	6	0	0	0	0	33	2	0	0
K07703	0	0	0	0	0	0	0	0	3	0	0	0
K07704	2	5	0	0	0	0	0	0	0	0	0	0
K07705	4	0	0	0	0	0	0	0	0	0	0	0
K07708	0	1	0	0	0	0	0	0	0	0	1	0
K07709	0	0	0	0	0	0	0	0	0	0	0	2
K07712	0	6	0	32	0	0	0	0	0	5	0	2
K07713	0	0	0	0	0	0	2	0	0	0	0	0
K07716	0	0	0	0	0	0	0	0	0	1	0	2
K07718	0	148	34	299	4	4	0	0	1182	100	0	70
K07720	0	128	40	332	2	0	2	6	1098	118	0	77
K07724	0	5	0	12	0	0	0	0	0	0	0	0
K07727	0	5	0	4	0	0	0	0	4	4	0	4
K07729	0	11	4	59	0	0	0	0	50	12	0	8
K07733	0	0	0	1	0	0	0	0	0	0	0	0
K07735	2	2	1	13	0	0	0	0	0	1	0	0
K07736	0	4	0	8	0	0	0	0	0	8	0	5
K07738	1	43	10	101	1	0	0	0	374	47	0	24
K07741	0	305	73	539	0	0	0	0	1868	314	0	158
K07742	4	15	6	57	0	0	2	1	201	27	0	12
K07749	1	0	2	0	0	4	0	0	0	0	0	0
K07750	0	2	0	0	0	0	0	0	0	0	0	0
K07757	1	0	2	0	0	0	0	0	0	0	0	0
K07768	0	0	0	0	2	0	1	0	0	0	0	0
K07771	0	0	0	0	0	0	0	0	1	0	0	0
K07774	0	1	0	0	0	0	0	0	0	0	0	0
K07776	0	0	0	0	0	0	3	0	0	0	0	0
K07777	0	2	0	0	0	0	0	0	0	0	0	0
K07778	0	61	17	189	0	0	0	0	633	58	0	49
K07785	0	0	0	0	0	0	0	0	0	2	0	0
K07788	0	26	4	82	0	2	0	0	1	23	0	11
K07789	1	52	2	121	0	2	2	0	5	20	0	8
K07799	0	12	1	22	0	0	0	0	4	1	0	0
K07814	0	0	0	0	0	2	0	0	0	0	0	0
K07816	0	39	14	83	2	1	0	1	338	56	0	24
K07823	0	1	0	0	0	0	0	0	1	0	0	0
K07862	0	0	0	0	0	0	0	2	0	0	0	2
K07943	0	0	0	0	0	0	0	0	0	0	1	0
K08068	0	1	1	7	0	0	0	0	29	0	0	1
K08137	0	23	2	79	0	0	0	2	4	35	0	4
K08138	0	0	0	0	0	0	0	2	0	0	0	0
K08139	0	2	0	2	0	0	0	0	15	4	0	0
K08145	0	0	0	0	0	0	0	0	1	0	0	0
K08151	0	0	0	4	0	0	0	0	0	2	0	3
K08152	0	0	0	3	0	0	0	0	1	0	0	0
K08153	0	0	0	1	0	0	0	0	0	0	0	0
K08156	0	0	0	0	0	0	0	0	0	0	0	1
K08161	0	64	21	183	0	0	2	0	782	89	0	50
K08168	0	0	0	0	4	2	0	0	0	0	0	0
K08169	0	2	0	31	0	0	0	0	0	8	0	3
K08173	0	0	0	0	0	0	0	0	0	0	0	2
K08174	0	0	0	0	1	0	0	0	0	0	0	0
K08177	0	0	0	0	1	0	0	0	0	0	0	0
K08178	0	8	5	25	0	0	0	0	0	8	0	5
K08191	2	0	0	0	0	0	0	0	0	0	0	0
K08194	0	0	0	0	0	2	0	0	0	0	0	0
K08196	0	0	0	2	0	0	0	1	0	0	0	0
K08217	0	0	0	0	0	0	0	2	0	0	0	0
K08218	0	0	0	0	0	1	0	0	0	0	0	2
K08223	0	0	0	0	0	0	0	0	2	0	0	0
K08224	1	0	0	2	0	0	0	0	6	2	2	4
K08252	0	1	2	10	0	0	0	0	30	0	0	7
K08258	0	0	0	3	0	0	0	0	0	0	0	0
K08279	0	0	0	0	0	0	0	0	0	0	0	4
K08281	0	2	0	6	0	0	0	0	0	1	0	2
K08282	0	2	0	3	0	3	0	0	4	0	0	0
K08289	0	0	0	0	0	0	0	0	0	0	4	0
K08295	0	0	0	0	0	0	4	0	0	0	0	0
K08296	1	0	1	0	0	0	0	0	0	0	2	0
K08300	1	14	1	38	0	0	0	1	0	7	0	6
K08301	0	12	1	30	0	0	0	1	0	5	0	8
K08302	0	0	0	0	0	0	0	0	0	0	1	0
K08303	2	172	35	454	4	3	5	5	1554	165	0	92
K08304	0	15	0	22	0	0	0	0	0	16	1	0
K08305	2	5	0	20	0	0	0	0	0	2	0	4
K08307	0	2	0	2	0	0	0	0	0	6	0	1
K08309	0	13	0	42	0	2	0	0	0	12	0	5
K08311	0	0	2	16	0	0	0	1	0	2	0	1
K08314	0	21	8	106	0	0	0	0	311	35	3	22
K08316	0	26	12	57	0	0	1	0	168	29	1	21
K08317	0	52	21	114	0	0	0	0	514	57	0	39
K08322	0	1	0	0	0	1	0	0	0	0	0	0
K08323	0	0	0	0	0	0	0	0	0	0	2	0
K08325	0	14	2	35	0	0	0	0	0	8	0	4
K08344	0	23	5	44	0	0	0	0	2	12	4	9
K08348	0	0	0	0	0	1	0	0	0	0	0	0
K08365	0	0	0	0	0	0	0	0	0	0	0	1
K08368	1	0	0	0	0	0	0	0	0	0	2	0
K08369	0	1	0	1	0	0	0	2	0	0	0	0
K08372	2	3	0	0	2	0	0	0	0	0	0	0
K08384	0	0	0	0	0	0	2	3	0	0	0	2
K08471	0	1	0	0	0	0	0	0	0	0	0	0
K08483	6	150	30	277	2	1	0	8	1445	82	0	80
K08591	9	53	9	85	0	0	0	0	227	44	2	26
K08600	0	0	0	0	1	0	0	0	0	0	0	0
K08602	2	97	14	325	0	1	0	2	960	103	2	70
K08640	0	0	0	0	0	0	0	1	0	0	0	0
K08651	0	0	0	0	0	0	0	0	1	0	0	0
K08659	6	93	24	240	0	3	0	3	1013	80	0	73
K08669	0	0	0	1	0	0	0	0	1	0	0	0
K08676	4	0	0	2	0	0	0	0	4	0	0	0
K08678	0	0	0	1	0	0	0	0	3	0	0	5
K08679	0	20	0	27	0	0	0	0	20	11	4	1
K08693	1	71	24	144	1	0	0	0	509	61	0	52
K08715	0	11	0	17	0	0	0	0	1	0	0	1
K08717	0	0	0	0	0	0	0	0	0	0	0	2
K08721	0	0	0	3	0	0	0	0	0	0	0	0
K08723	1	20	2	25	0	0	0	0	96	18	0	9
K08724	7	106	28	299	2	0	0	0	937	116	3	83
K08728	0	3	0	0	0	0	0	0	0	0	0	0
K08735	0	0	0	0	0	0	0	0	1	0	0	0
K08737	0	0	0	0	0	0	0	0	2	0	0	0
K08744	0	4	0	5	1	0	0	2	2	2	0	0
K08776	0	0	0	0	2	0	0	0	0	0	0	0
K08784	0	0	0	1	0	0	0	0	1	0	0	0
K08884	4	71	41	250	0	0	2	1	857	86	8	83
K08955	0	0	0	0	0	0	0	0	1	0	0	0
K08956	0	0	0	0	0	0	0	0	2	0	0	0
K08968	0	3	0	8	0	0	0	2	0	1	0	0
K08969	0	0	0	0	0	0	0	1	1	0	0	0
K08972	0	9	6	63	0	0	0	0	141	23	0	20
K08973	0	8	1	13	0	0	0	1	0	2	0	2
K08974	0	0	0	0	0	2	0	0	0	0	0	0
K08978	0	8	0	19	0	1	1	0	0	1	0	1
K08984	3	0	0	0	0	0	0	0	0	0	0	1
K08986	0	40	10	83	0	0	0	0	215	30	0	14
K08992	0	7	0	10	2	0	0	0	0	3	0	1
K08994	0	12	0	21	0	0	0	0	0	7	0	2
K08995	2	8	0	9	0	0	0	0	2	5	0	2
K08996	0	1	0	0	0	0	0	0	0	0	0	1
K08997	0	1	0	1	0	0	0	0	0	0	0	0
K08998	2	19	2	63	0	0	1	0	151	8	1	12
K08999	0	3	0	6	0	0	0	0	6	3	0	5
K09005	0	8	0	21	2	0	0	0	0	4	4	0
K09011	0	0	0	0	0	0	0	2	0	0	0	0
K09013	0	52	18	156	2	2	4	0	477	57	1	32
K09014	2	113	31	225	0	0	0	1	1357	137	2	83
K09015	3	118	26	223	2	0	0	0	1094	99	2	115
K09017	0	0	0	0	0	0	0	0	0	0	0	2
K09019	0	4	0	18	0	0	0	0	0	1	0	0
K09022	0	13	4	57	0	0	0	0	143	12	0	11
K09024	0	8	0	20	0	0	0	0	0	1	0	0
K09065	0	0	0	0	0	0	0	0	3	0	0	0
K09117	2	42	3	78	0	0	1	2	291	36	0	11
K09118	2	0	0	0	0	0	0	0	0	0	0	1
K09121	0	0	0	0	0	0	0	1	0	0	0	0
K09129	0	0	0	0	0	0	0	0	1	0	0	0
K09153	0	10	2	33	0	0	0	0	55	4	0	15
K09157	0	1	0	1	1	0	0	2	0	0	0	0
K09160	0	5	0	10	0	0	2	0	0	7	0	0
K09161	0	2	0	0	0	0	0	0	0	0	0	0
K09181	0	0	0	0	0	0	1	0	2	0	0	0
K09384	0	4	0	18	0	0	0	0	0	3	0	0
K09457	0	8	0	15	0	0	0	0	4	6	0	0
K09458	1	202	67	606	3	1	2	7	2307	241	0	145
K09471	1	0	0	0	0	0	0	0	0	2	0	0
K09474	0	2	1	3	0	0	0	0	0	0	0	0
K09477	0	0	0	0	0	0	0	1	0	0	0	0
K09482	0	0	0	0	2	0	0	0	0	0	0	0
K09487	0	0	0	2	0	0	0	0	0	0	0	0
K09490	0	1	0	4	0	0	0	0	0	2	0	0
K09494	1	0	0	0	0	0	0	0	0	0	0	0
K09499	0	1	0	0	0	0	0	0	0	2	0	0
K09565	0	1	0	0	0	0	0	0	0	0	0	0
K09685	2	66	17	158	0	0	1	0	478	82	0	38
K09688	0	6	0	12	0	0	0	0	0	0	0	3
K09689	0	1	0	12	0	0	0	0	1	1	0	0
K09690	0	0	0	2	0	0	0	2	3	0	0	0
K09691	0	88	28	198	1	0	2	4	785	82	0	33
K09692	0	17	12	98	0	0	2	0	331	32	0	39
K09693	0	84	27	184	1	0	2	2	754	79	0	31
K09694	0	71	14	158	0	0	0	0	495	45	0	33
K09695	0	98	23	168	2	0	0	0	699	63	0	57
K09697	0	1	2	1	0	0	0	0	4	1	0	0
K09698	1	101	33	279	3	0	0	0	1214	123	0	83
K09701	1	0	0	0	0	1	0	0	0	0	0	0
K09704	0	109	27	220	2	1	0	0	893	85	0	61
K09705	2	0	0	0	0	0	0	0	0	0	0	0
K09710	1	31	6	95	0	0	0	0	275	31	0	27
K09712	0	1	0	0	0	0	0	0	0	0	0	0
K09747	0	28	8	62	2	0	2	0	169	23	0	18
K09748	0	67	6	83	0	0	1	0	284	30	0	37
K09758	0	162	63	419	2	0	0	0	1736	137	2	96
K09759	0	0	0	0	2	0	0	0	0	0	0	0
K09760	0	5	0	13	1	0	0	1	0	2	0	0
K09761	0	32	11	119	0	0	0	0	370	38	0	36
K09762	4	77	24	151	0	1	3	2	563	45	0	51
K09765	0	58	17	128	0	0	0	0	534	61	0	40
K09766	1	0	0	0	1	0	0	0	0	0	0	0
K09768	0	31	6	53	0	0	0	0	295	23	0	16
K09769	0	61	6	153	0	0	4	3	364	44	0	39
K09771	0	4	1	10	0	0	0	0	0	3	0	0
K09772	2	18	7	50	0	0	0	0	173	26	0	12
K09773	1	58	5	100	0	3	0	2	360	20	1	23
K09774	0	9	3	19	0	0	0	0	0	5	0	1
K09777	0	0	0	0	1	0	0	0	0	0	0	0
K09779	0	13	2	16	0	0	0	0	25	3	0	5
K09787	0	28	4	50	0	0	0	0	182	17	1	10
K09789	0	0	0	0	0	0	0	2	0	0	0	0
K09790	0	0	0	0	0	0	0	1	0	0	0	0
K09791	0	2	0	4	0	0	0	0	0	2	0	1
K09795	0	0	0	1	0	0	0	0	0	0	0	2
K09796	0	1	0	7	0	0	0	0	0	3	0	0
K09799	0	11	2	13	0	0	0	0	0	5	0	0
K09800	0	47	5	75	0	0	0	0	0	9	0	2
K09805	0	2	0	0	0	0	0	0	0	0	0	0
K09806	0	5	0	5	0	0	0	0	0	0	0	0
K09808	0	8	0	12	0	0	0	0	0	6	0	5
K09809	0	42	11	107	0	0	0	1	268	41	0	53
K09810	0	10	2	23	0	0	0	0	56	10	0	7
K09811	0	47	14	141	0	0	0	2	463	52	0	29
K09812	2	30	8	124	0	0	0	0	471	52	0	21
K09814	0	0	5	17	0	0	0	0	46	3	0	1
K09815	0	42	8	120	0	0	0	2	344	49	0	52
K09816	0	89	23	222	1	0	0	0	612	85	0	28
K09817	1	67	18	146	1	0	2	0	498	45	1	49
K09818	0	0	1	1	0	0	0	0	4	0	0	0
K09820	0	26	7	43	1	0	0	0	321	18	0	11
K09823	2	1	0	12	0	0	0	1	0	6	0	0
K09825	0	38	8	45	0	0	0	0	135	29	0	18
K09857	0	16	0	16	0	0	0	0	0	9	0	4
K09858	0	0	0	0	0	0	0	0	2	0	0	0
K09861	0	3	0	1	2	1	0	0	0	0	2	0
K09862	0	2	0	4	0	0	0	0	0	4	0	0
K09882	2	6	0	14	0	0	0	0	1	3	0	2
K09883	0	7	0	21	0	0	0	0	2	4	2	4
K09888	0	20	9	132	0	0	0	2	199	15	0	20
K09903	0	54	18	157	4	0	0	2	521	55	1	36
K09914	0	5	0	9	0	0	0	0	1	2	0	0
K09915	0	0	0	0	0	0	0	0	0	0	2	0
K09919	0	0	0	0	0	2	0	0	0	0	0	0
K09922	0	0	0	0	1	0	0	0	0	0	0	0
K09925	0	0	0	0	0	0	0	0	0	0	0	3
K09936	1	1	0	0	0	0	0	0	0	0	0	0
K09945	0	9	0	8	0	0	0	0	0	5	0	3
K09949	0	7	0	28	0	0	0	0	0	7	0	0
K09951	0	11	6	47	2	0	0	0	115	17	0	9
K09952	15	2	0	2	2	1	1	0	0	0	1	0
K09955	0	124	22	272	0	2	2	1	1028	83	3	58
K09960	1	26	14	173	0	0	0	0	0	14	0	6
K09961	4	49	3	208	3	2	3	0	3	13	1	5
K09963	0	153	36	357	0	0	2	2	1258	144	0	62
K09971	0	0	0	1	0	0	0	0	0	0	0	0
K09972	1	2	0	10	0	0	0	0	14	4	0	3
K09975	2	0	0	0	0	0	0	0	0	0	0	0
K09976	0	12	2	23	0	0	0	0	60	6	0	7
K09977	0	1	0	0	0	1	0	0	0	0	0	0
K09985	0	10	0	9	0	0	0	0	0	2	0	4
K09986	0	1	0	17	0	0	0	0	0	3	0	0
K09987	0	12	0	16	0	0	0	0	0	3	0	0
K09990	0	0	0	0	0	0	0	0	0	0	0	2
K10004	0	1	1	13	0	0	0	0	26	2	0	0
K10007	0	0	2	0	0	0	0	0	0	0	0	0
K10008	0	8	1	18	0	0	0	0	50	20	0	10
K10010	0	4	0	8	0	0	0	0	48	7	0	3
K10012	0	0	0	0	0	0	0	0	1	0	0	0
K10017	0	5	1	5	1	0	0	0	24	2	0	2
K10019	0	0	0	0	0	1	0	0	0	0	0	0
K10021	0	0	0	0	0	1	0	1	0	0	0	0
K10025	0	6	1	6	1	1	0	0	24	2	0	2
K10026	0	4	1	12	0	0	2	0	0	2	0	0
K10036	0	101	26	173	1	0	0	0	554	76	0	70
K10038	0	2	0	6	0	0	0	0	16	3	0	3
K10039	6	2	1	4	0	0	0	0	6	2	0	0
K10040	4	8	3	5	2	0	0	0	16	1	0	0
K10041	10	2	0	5	0	0	0	0	2	1	0	0
K10107	0	20	1	40	0	0	0	0	1	8	2	5
K10110	0	0	0	0	1	0	0	0	2	0	0	0
K10111	1	0	0	0	0	2	0	0	0	0	0	0
K10112	1	75	22	221	0	3	1	4	994	108	1	76
K10117	0	3	0	0	1	1	1	4	0	2	0	0
K10118	0	7	1	10	1	1	0	2	44	3	0	2
K10119	0	0	0	2	0	1	0	2	0	0	0	0
K10125	0	12	1	32	0	0	0	0	0	12	0	2
K10126	0	0	0	2	0	0	0	0	0	0	0	0
K10188	2	93	20	168	0	0	0	0	627	45	0	38
K10189	0	52	10	126	0	0	0	0	284	63	0	32
K10190	0	42	15	107	2	0	0	0	386	42	0	14
K10194	0	1	0	0	2	0	0	0	1	0	0	0
K10206	0	94	15	196	0	0	1	4	738	60	0	42
K10213	0	2	2	14	0	0	0	0	31	6	0	6
K10231	0	0	0	1	2	0	0	0	1	0	0	1
K10232	2	0	0	0	0	0	0	0	0	0	0	0
K10234	0	0	0	0	0	0	0	0	1	0	0	0
K10241	0	41	10	109	0	0	0	0	257	51	0	25
K10242	0	0	0	0	0	0	0	0	0	0	0	1
K10254	0	141	24	277	0	2	0	0	1207	72	0	57
K10353	2	0	0	0	0	0	0	1	0	0	0	0
K10355	1	0	0	0	0	1	0	0	0	0	0	0
K10408	0	0	1	2	0	0	0	0	0	0	1	1
K10439	0	0	0	0	2	0	0	4	0	0	0	0
K10440	0	0	0	0	0	0	2	1	0	2	0	0
