KO	BCMy_011_trim_nohost	BCMy_021_trim_nohost	BCMy_031_trim_nohost	BCMy_041_trim_nohost	BCMy_071_trim_nohost	BCMy_081_trim_nohost	BCMy_091_trim_nohost	BCMy_121_trim_nohost	BCMy_131_trim_nohost	BCMy_151_trim_nohost	BCMy_181_trim_nohost	BCMy_211_trim_nohost
K16898	5	285	74	586	1	6	2	4	1956	207	7	161
K16899	8	183	52	512	5	0	2	3	1865	217	0	119
K16905	0	0	0	0	0	0	0	0	1	0	0	0
K16916	0	14	5	48	0	0	0	0	51	15	0	7
K16917	0	16	8	71	0	0	0	0	94	17	0	14
K16918	0	1	0	1	0	0	0	0	10	0	0	0
K16920	0	0	0	0	0	0	0	0	1	0	0	0
K16921	0	1	0	2	0	0	0	0	7	0	0	0
K16923	0	50	15	77	0	0	0	0	317	43	0	26
K16924	0	38	12	85	0	0	0	0	341	44	0	52
K16925	4	0	0	0	1	0	0	0	0	0	0	0
K16926	0	0	0	0	0	0	0	2	0	0	0	0
K16927	3	1	0	0	0	0	0	0	0	0	0	0
K16958	0	0	0	2	0	0	0	0	9	0	0	2
K16959	0	0	0	2	0	0	0	0	9	0	0	2
K16960	0	0	0	7	0	0	0	0	16	1	0	0
K16961	0	0	0	0	0	0	1	0	0	0	0	0
K16963	0	0	0	7	0	0	0	0	6	1	0	0
K17062	0	0	0	1	0	0	0	0	0	0	0	0
K17063	0	0	0	1	0	0	0	0	1	0	0	0
K17067	0	9	3	11	0	0	0	0	67	5	0	4
K17069	0	0	0	1	0	0	0	0	0	0	0	0
K17073	0	100	32	272	0	0	1	2	972	115	0	61
K17074	0	93	24	233	0	0	1	2	829	98	0	50
K17076	0	35	10	81	2	0	2	0	272	27	0	22
K17103	0	2	0	14	0	0	0	0	0	2	0	1
K17204	0	0	0	0	0	0	0	0	1	0	0	0
K17206	0	0	0	2	0	0	0	0	5	0	0	0
K17209	0	0	0	0	0	0	1	0	0	0	0	0
K17215	1	0	0	0	0	0	0	1	1	0	0	0
K17218	0	0	0	0	0	0	0	0	0	0	4	0
K17235	0	37	9	97	0	0	0	0	235	47	0	24
K17236	0	0	0	0	0	0	0	0	0	0	0	1
K17237	0	82	15	161	0	0	0	0	517	51	0	36
K17240	0	2	0	1	0	0	0	0	8	0	0	3
K17242	0	0	0	5	0	0	0	0	5	2	0	0
K17245	0	6	4	19	1	0	0	0	66	6	0	5
K17316	0	0	0	0	0	0	0	0	0	0	1	4
K17318	0	309	76	752	2	1	4	1	2499	272	4	185
K17319	1	136	19	354	0	4	0	5	1077	135	0	78
K17320	0	123	36	338	0	6	1	0	1193	138	0	86
K17324	0	0	0	0	0	0	0	0	0	2	0	0
K17398	0	0	0	0	1	0	0	0	0	0	0	0
K17463	0	0	0	4	0	0	0	0	0	0	0	0
K17464	1	0	0	0	0	0	0	0	0	0	0	0
K17467	0	1	0	0	0	0	0	0	1	0	0	0
K17468	0	0	0	0	0	0	0	0	0	0	0	1
K17583	0	0	0	1	0	0	0	0	0	0	0	0
K17624	0	232	64	602	3	3	0	2	2487	249	4	190
K17640	0	0	0	0	2	0	0	0	0	0	0	0
K17675	0	52	1	96	0	0	0	0	5	21	0	14
K17680	2	0	0	0	0	0	0	0	0	0	0	0
K17686	9	231	78	547	6	2	5	5	1997	204	6	184
K17716	0	82	17	163	0	2	0	0	582	51	0	45
K17722	0	0	0	0	0	0	2	0	0	0	0	0
K17733	0	1	0	9	0	0	0	0	41	1	0	3
K17743	0	1	0	0	0	0	0	0	0	0	0	1
K17758	6	55	16	162	0	1	0	1	432	42	0	36
K17759	6	55	16	162	0	1	0	1	432	42	0	34
K17810	6	3	1	0	0	0	2	0	0	0	0	2
K17828	1	88	18	141	2	0	0	0	641	70	0	55
K17836	0	33	20	95	6	1	0	0	322	31	0	13
K17869	0	91	33	179	0	0	0	0	858	88	1	54
K17947	0	56	6	112	0	0	0	0	353	39	0	29
K17992	0	0	0	0	0	0	0	2	0	0	0	0
K18013	0	0	0	0	0	0	1	0	0	0	0	0
K18030	0	0	2	0	0	0	0	0	0	0	0	0
K18067	0	0	0	0	0	0	0	0	0	0	3	0
K18104	0	115	25	234	1	2	2	1	959	98	0	54
K18118	0	0	0	0	0	0	0	0	2	0	0	2
K18120	0	0	0	0	0	1	0	0	0	0	0	1
K18121	0	4	0	23	0	0	0	0	1	6	2	0
K18133	0	0	0	0	0	0	0	1	0	0	0	1
K18138	0	36	4	73	0	1	0	0	0	36	0	5
K18139	0	26	3	27	0	0	0	0	0	13	0	1
K18149	0	107	26	198	0	0	0	0	801	77	2	76
K18195	0	121	42	277	0	0	1	0	1109	117	3	74
K18197	0	1	0	3	0	0	0	2	10	0	0	1
K18205	0	0	0	2	0	0	0	0	0	0	0	0
K18206	0	1	0	2	0	0	0	0	13	0	0	1
K18217	0	0	0	2	0	0	0	0	2	0	0	0
K18220	0	1	0	0	0	0	0	2	0	0	0	0
K18231	3	3	2	1	0	0	0	0	0	0	0	0
K18234	0	31	12	105	0	1	1	0	257	16	1	10
K18275	1	0	0	0	0	0	0	0	0	0	0	0
K18299	0	0	0	0	0	1	0	0	0	0	0	2
K18303	0	0	0	0	0	0	0	2	0	0	0	1
K18321	0	0	0	1	0	0	0	0	0	0	0	0
K18322	0	0	0	2	0	0	0	0	0	0	0	0
K18331	0	0	0	0	0	0	1	2	0	0	0	0
K18332	0	0	0	0	0	0	1	2	0	0	0	0
K18333	0	4	0	0	0	0	0	0	0	0	0	0
K18336	0	3	0	4	0	0	0	0	0	0	0	2
K18345	0	2	1	8	0	0	0	0	37	1	0	5
K18347	2	7	3	5	0	0	2	0	27	0	1	1
K18349	0	34	4	73	0	0	0	0	185	37	0	8
K18350	0	32	5	92	1	0	0	0	334	31	0	24
K18367	0	0	0	1	0	0	0	0	1	0	0	0
K18430	0	0	0	0	1	0	0	2	0	0	0	0
K18471	0	2	0	0	0	0	0	2	2	0	0	0
K18475	0	0	0	0	0	0	2	0	0	0	0	0
K18581	0	73	14	223	2	0	0	0	768	45	4	35
K18588	0	3	0	11	0	0	0	0	0	1	0	3
K18649	0	4	0	8	0	0	0	0	2	5	0	1
K18650	0	7	0	16	0	0	0	0	38	3	0	1
K18653	0	7	0	2	0	0	0	0	0	0	0	0
K18672	2	60	12	142	0	0	0	0	572	60	2	45
K18675	0	0	0	0	0	0	0	0	0	0	0	2
K18682	9	126	32	376	6	2	0	2	1130	119	0	105
K18687	0	0	0	1	0	0	0	0	0	0	0	0
K18691	0	0	0	0	0	0	0	0	0	0	1	0
K18692	0	109	23	229	6	2	0	0	783	74	0	73
K18700	0	0	0	0	0	0	0	2	0	0	0	0
K18707	2	8	2	22	2	1	0	0	0	10	0	2
K18748	0	0	0	1	0	0	0	0	0	0	0	0
K18758	0	0	0	1	0	0	0	0	0	0	0	0
K18775	0	7	0	22	0	0	0	0	0	2	0	0
K18783	0	0	0	0	0	0	0	0	1	0	0	0
K18785	0	0	0	0	0	2	1	0	0	0	0	0
K18788	0	4	0	10	0	0	0	0	8	3	0	2
K18800	0	2	0	0	0	0	0	0	0	0	0	0
K18814	0	0	0	0	0	0	0	2	0	0	0	0
K18816	0	0	0	0	1	0	0	0	0	0	0	0
K18821	0	40	12	75	0	0	0	0	402	29	0	22
K18824	0	0	0	2	0	0	0	0	0	0	0	0
K18828	0	0	0	4	0	0	0	0	0	0	0	0
K18842	0	1	0	6	0	0	0	0	0	0	0	0
K18887	0	102	34	221	0	0	0	1	906	85	0	59
K18888	0	85	35	322	0	2	1	0	1049	96	0	54
K18889	5	6	0	1	2	2	0	0	1	0	0	1
K18890	6	0	2	8	0	0	2	0	5	0	0	0
K18891	0	2	0	8	0	0	0	0	11	1	0	1
K18893	2	2	3	25	0	1	0	0	69	1	2	3
K18901	0	2	0	1	0	0	0	0	0	0	0	0
K18909	0	2	2	3	0	0	0	0	17	0	0	2
K18910	0	0	0	0	1	0	0	0	0	0	0	0
K18923	0	14	6	24	0	0	0	0	93	9	0	11
K18926	0	3	1	1	1	4	0	0	0	3	1	0
K18928	0	9	0	16	0	0	0	1	0	1	0	0
K18929	0	10	1	26	1	0	0	0	1	5	0	2
K18935	0	137	23	220	0	0	0	2	878	121	0	79
K18940	0	84	20	141	3	2	4	0	569	78	0	56
K18979	2	0	0	0	0	0	0	0	0	0	0	0
K18986	0	0	0	1	0	0	0	0	0	0	0	0
K18989	0	2	0	0	0	0	0	0	0	0	0	0
K18990	0	6	0	17	0	0	0	0	0	1	0	0
K19002	2	79	25	222	0	0	2	0	764	58	0	29
K19003	0	0	0	1	0	0	0	0	2	0	0	1
K19005	2	116	42	292	0	0	0	0	1026	109	0	98
K19046	0	2	0	6	0	0	0	1	0	0	0	0
K19049	0	0	0	0	0	0	0	0	0	0	0	2
K19052	0	0	0	0	0	0	0	0	0	0	0	2
K19055	0	1	0	0	0	0	0	0	0	0	0	0
K19068	5	77	18	187	0	0	0	0	653	54	0	58
K19075	0	0	0	0	0	0	1	0	0	0	0	0
K19077	0	0	0	1	0	0	0	0	0	0	0	0
K19078	0	0	0	0	0	0	0	0	1	0	0	1
K19079	0	0	0	0	0	0	0	0	1	0	0	0
K19081	0	1	0	15	0	0	0	0	36	3	0	0
K19082	0	1	2	0	0	0	0	1	4	4	0	0
K19083	0	0	0	0	0	0	0	0	1	0	0	0
K19091	0	0	0	0	0	0	2	0	0	0	0	0
K19115	0	55	17	154	0	0	0	0	589	58	0	55
K19117	2	151	33	321	0	0	3	3	1310	161	0	87
K19118	0	59	18	159	0	0	0	0	607	60	0	57
K19119	0	48	8	130	0	0	1	1	510	52	0	42
K19123	0	4	2	26	0	0	0	0	0	4	0	2
K19124	0	15	2	35	0	0	0	2	0	6	0	3
K19125	0	5	0	12	0	0	0	0	0	1	0	0
K19126	2	11	0	18	0	0	0	0	2	1	0	2
K19157	0	1	0	0	3	0	0	1	0	0	1	0
K19168	0	1	0	7	0	0	0	0	13	2	0	2
K19181	0	0	1	0	0	0	0	0	0	0	0	0
K19220	0	81	22	206	0	0	0	0	913	124	0	72
K19221	0	0	0	0	0	0	0	0	1	0	0	0
K19223	0	83	22	210	0	0	0	0	917	126	0	73
K19224	1	7	3	18	0	0	0	0	63	11	0	7
K19225	0	48	8	87	0	0	0	0	135	43	0	26
K19231	0	5	0	4	0	0	0	0	0	1	0	2
K19235	0	1	0	0	0	0	0	0	0	0	0	0
K19236	0	1	0	0	0	0	0	0	0	0	0	0
K19265	0	0	1	0	0	0	0	1	0	2	0	0
K19268	0	0	0	0	2	0	0	0	0	0	0	0
K19271	0	0	0	0	0	0	0	0	0	0	0	2
K19285	3	0	0	0	0	0	2	0	0	0	0	0
K19292	0	0	0	3	0	0	0	0	0	0	0	0
K19294	0	0	0	0	0	0	0	0	0	0	0	1
K19302	0	28	3	84	1	0	0	4	364	49	0	15
K19309	0	0	0	0	0	0	0	0	4	0	0	0
K19333	1	29	5	93	0	0	0	0	308	55	0	22
K19339	0	0	0	0	0	0	0	0	0	0	0	2
K19340	0	2	2	14	0	0	0	0	26	6	0	4
K19349	3	3	2	1	0	0	0	0	0	0	0	0
K19353	2	2	0	0	0	0	0	2	0	0	0	2
K19421	0	5	0	12	0	0	0	0	66	6	0	4
K19423	0	5	1	8	0	0	0	0	42	3	0	9
K19425	0	3	5	10	0	0	0	0	24	6	0	4
K19427	0	3	5	10	0	0	0	0	23	7	0	4
K19428	0	0	0	1	0	0	0	0	0	0	0	0
K19476	0	0	0	0	0	0	0	0	1	0	0	0
K19504	0	36	27	108	0	0	0	0	516	64	0	22
K19505	8	120	24	284	0	0	4	2	940	114	0	56
K19506	0	7	1	40	0	0	0	0	126	15	0	5
K19507	0	26	6	65	2	0	0	0	284	34	0	33
K19508	5	51	27	105	0	0	0	0	497	39	0	42
K19509	4	52	12	131	0	1	5	0	525	60	0	23
K19510	1	87	22	190	0	0	0	0	834	52	0	37
K19515	0	0	0	0	0	0	2	0	0	0	0	0
K19540	0	0	0	0	2	0	0	0	0	0	0	0
K19577	0	16	0	22	0	0	0	0	0	1	0	0
K19585	0	0	0	0	0	0	0	0	0	0	0	2
K19594	0	0	0	0	0	1	0	0	0	0	0	0
K19597	0	3	0	7	0	0	0	0	2	3	0	0
K19615	0	2	0	9	0	0	0	0	0	2	0	0
K19633	0	17	3	29	0	0	0	0	0	19	0	9
K19668	0	15	6	44	0	0	0	0	101	10	0	15
K19689	0	16	0	12	2	0	0	0	2	3	0	2
K19690	0	0	1	1	0	0	0	0	0	1	0	0
K19692	0	0	0	1	0	0	0	0	0	1	0	0
K19713	0	3	0	2	0	0	0	0	0	1	0	0
K19745	0	4	0	6	0	0	0	0	10	0	0	0
K19765	0	4	0	4	0	0	0	0	70	15	0	3
K19784	2	41	20	72	2	0	2	0	249	18	0	17
K19788	0	0	0	0	0	0	0	0	1	0	0	0
K19789	0	0	0	0	0	0	0	2	0	0	0	0
K19804	0	0	0	0	0	0	0	0	0	0	0	3
K19813	0	0	0	4	0	0	0	0	0	0	0	0
K19954	0	0	0	0	0	1	0	0	0	0	0	1
K19955	0	0	0	1	0	0	0	4	0	0	1	1
K19956	0	0	0	1	0	0	0	0	0	0	0	0
K19971	0	33	12	105	0	0	0	0	320	42	0	17
K19972	0	55	15	135	0	0	0	0	511	66	0	49
K19973	0	26	7	43	1	0	0	0	321	18	0	11
K19975	0	33	12	105	0	0	0	0	320	42	0	17
K19976	0	88	27	240	0	0	0	0	831	108	0	66
K20000	0	0	0	0	0	0	0	0	1	0	0	0
K20038	0	51	18	164	0	1	4	2	616	62	3	29
K20073	0	50	14	87	0	0	0	0	314	34	0	31
K20074	6	46	18	163	0	0	0	0	557	67	0	42
K20107	0	55	15	95	0	1	0	0	410	51	0	32
K20108	0	55	15	95	0	1	0	0	410	51	0	32
K20112	0	4	0	0	0	0	0	0	0	0	0	0
K20113	1	1	0	0	0	0	0	1	0	0	0	0
K20114	1	0	0	0	0	0	0	0	0	0	0	0
K20116	2	118	28	242	0	2	0	0	1208	93	0	77
K20117	2	118	28	242	0	2	0	0	1208	93	0	77
K20118	2	118	28	242	0	2	0	0	1208	93	0	77
K20170	1	0	0	0	0	0	0	0	0	0	0	0
K20265	0	123	37	251	4	0	2	2	876	111	2	79
K20276	0	33	6	51	4	0	0	0	356	33	0	21
K20291	0	1	0	1	0	0	0	0	18	2	0	0
K20342	0	29	12	95	0	0	0	0	255	18	0	14
K20344	0	0	1	8	0	0	2	0	43	3	0	1
K20345	0	2	0	0	0	0	0	0	0	0	0	0
K20375	7	0	6	0	0	0	2	2	0	0	0	0
K20382	0	46	10	106	1	0	0	0	149	35	2	26
K20386	0	0	0	1	0	0	0	0	1	1	0	0
K20391	0	32	13	105	0	0	0	0	268	20	0	14
K20444	6	304	76	747	4	1	2	4	2337	269	0	172
K20457	0	0	0	0	0	0	0	1	0	0	0	0
K20459	0	0	0	0	0	0	2	0	3	0	0	0
K20460	0	0	0	0	2	0	0	0	0	0	0	0
K20483	0	2	0	0	0	0	0	0	0	0	0	0
K20484	0	0	0	0	0	0	0	0	1	0	0	0
K20485	0	2	0	1	0	0	0	0	13	0	0	0
K20487	0	19	5	66	2	0	0	0	223	22	0	4
K20488	0	14	11	55	0	0	0	0	183	30	0	10
K20490	0	0	0	1	0	0	0	0	5	0	0	0
K20491	0	2	0	0	0	0	0	0	6	0	0	0
K20492	0	2	0	2	0	0	0	2	0	0	0	0
K20530	0	0	0	2	0	0	0	0	0	0	0	0
K20534	0	16	2	27	2	0	2	2	57	6	0	8
K20541	0	6	1	16	0	0	0	0	55	6	0	4
K20609	0	0	0	0	0	0	0	1	0	0	0	0
K20707	0	53	18	171	0	0	0	0	634	53	2	49
K20793	0	0	0	2	0	0	0	0	1	0	0	0
K20810	0	0	0	0	0	0	0	1	0	0	0	0
K20811	1	0	0	0	0	0	0	0	0	0	0	0
K20844	0	0	0	0	0	0	0	1	0	0	0	0
K20850	0	15	6	44	0	0	0	0	101	10	0	15
K20861	1	0	2	0	0	0	0	0	4	0	0	0
K20862	0	0	0	2	0	0	0	0	1	0	0	0
K20866	0	0	0	0	0	0	0	1	0	0	0	0
K20895	0	0	0	1	0	0	0	0	0	0	0	0
K20945	0	0	1	1	0	0	0	0	6	2	0	0
K20956	0	0	0	0	0	0	1	0	0	0	0	0
K20975	0	0	0	0	0	0	0	0	1	0	0	0
K21002	0	10	0	21	0	0	0	0	0	1	0	1
K21023	0	0	0	1	0	0	0	0	4	0	0	2
K21029	2	0	0	0	2	0	0	0	0	0	0	1
K21053	0	0	2	0	0	0	0	0	0	0	0	1
K21064	0	11	4	30	0	1	0	0	61	5	0	5
K21071	0	3	1	6	0	2	0	4	19	0	0	1
K21134	0	0	0	0	0	0	0	0	0	0	0	1
K21219	0	5	3	28	0	0	0	0	62	11	0	8
K21220	0	0	1	1	0	0	0	0	8	0	0	0
K21270	0	0	0	0	0	0	0	0	0	1	1	0
K21273	0	1	0	0	0	0	0	0	0	1	0	0
K21275	1	0	0	0	0	0	0	0	0	0	0	0
K21303	0	0	0	0	2	0	0	0	0	0	0	0
K21355	0	0	0	0	0	0	0	0	1	0	0	0
K21366	0	4	0	10	0	0	0	0	8	3	0	2
K21397	0	0	0	0	0	0	0	0	3	1	0	1
K21405	2	5	2	13	0	0	0	0	53	8	0	3
K21416	4	0	0	2	0	0	0	0	3	0	0	0
K21417	0	0	0	2	0	0	0	0	0	0	0	0
K21431	0	8	0	9	0	0	0	0	44	5	0	4
K21449	4	2	0	0	1	2	0	1	0	0	0	9
K21464	0	3	0	8	0	0	0	0	50	1	0	5
K21465	6	140	45	369	0	0	0	0	1535	161	1	101
K21466	6	133	45	339	0	0	0	0	1461	155	1	98
K21467	0	161	40	309	0	0	0	0	1084	99	2	100
K21469	0	24	5	57	0	0	0	0	297	29	0	16
K21471	12	117	23	291	3	4	2	1	1011	105	0	58
K21472	0	26	0	16	0	0	2	0	0	9	0	8
K21480	0	1	0	1	0	0	0	0	8	1	0	0
K21493	0	2	1	12	0	0	0	0	39	2	0	1
K21495	0	3	0	17	0	0	0	0	0	0	0	0
K21498	0	0	0	0	0	0	0	0	0	0	0	4
K21512	0	0	0	1	0	0	0	0	0	0	0	0
K21567	0	57	14	144	0	0	0	0	705	57	0	31
K21571	0	0	0	0	0	0	0	0	4	0	0	0
K21572	2	0	0	6	0	14	0	4	0	0	10	21
K21573	0	0	0	0	0	0	0	2	2	0	0	0
K21574	0	0	0	0	0	0	0	0	0	0	0	1
K21576	0	0	0	0	0	0	0	0	0	0	2	0
K21577	0	0	0	0	0	0	0	0	0	0	2	0
K21594	0	0	0	9	0	0	0	0	20	4	0	2
K21600	0	0	0	0	0	0	1	1	0	0	0	0
K21619	0	1	0	0	0	0	0	0	0	0	0	0
K21636	0	146	41	287	2	2	4	2	1658	158	13	86
K21677	0	11	0	24	0	1	0	2	0	2	0	2
K21678	2	19	0	29	0	0	0	0	0	5	0	5
K21679	1	11	0	7	0	0	0	0	0	2	0	2
K21681	0	0	0	0	0	0	0	0	1	0	0	0
K21686	0	1	0	0	0	0	0	0	3	0	0	0
K21688	0	0	0	0	0	0	0	2	0	0	0	0
K21703	0	0	0	2	0	0	0	0	0	0	0	1
K21712	0	0	0	0	0	0	0	0	2	0	0	1
K21713	0	1	0	0	0	0	0	0	3	1	0	0
K21721	0	0	0	0	0	0	0	2	0	0	0	0
K21745	1	0	0	0	0	0	0	0	0	0	0	0
K21755	0	0	0	0	0	0	0	0	0	0	0	2
K21777	0	1	0	0	0	0	0	0	0	0	0	0
K21789	0	2	0	2	0	0	0	0	19	2	0	1
K21885	0	7	2	41	0	0	0	0	0	9	0	0
K21886	0	1	0	1	0	0	0	0	0	0	0	0
K21887	0	1	0	4	0	0	0	0	3	1	0	0
K21903	0	1	0	2	2	0	0	0	0	0	0	0
K21909	0	0	0	0	0	0	0	0	0	0	0	2
K21911	0	1	0	0	0	0	0	0	0	0	0	0
K21929	0	7	0	15	0	0	0	0	1	1	0	0
K21936	0	2	0	0	0	0	0	2	0	0	0	0
K21959	0	0	0	0	0	0	1	0	0	0	0	0
K21960	2	3	0	0	0	0	0	0	0	0	0	0
K21977	0	55	11	103	0	0	0	0	530	56	2	33
K21990	0	0	0	0	0	2	0	0	0	0	0	0
K21993	0	58	14	144	2	2	0	0	335	91	0	29
K22015	0	0	0	0	0	0	0	2	0	0	0	0
K22024	0	0	0	4	1	0	0	0	0	0	0	0
K22043	0	8	0	36	0	0	0	0	86	19	1	11
K22044	4	74	9	163	0	0	2	0	383	57	0	30
K22051	0	0	0	8	0	0	0	1	50	9	0	0
K22066	0	0	0	8	0	0	0	0	0	3	0	0
K22067	0	0	0	0	0	2	0	0	0	0	0	0
K22073	0	10	0	12	0	0	0	0	0	1	0	2
K22086	0	0	0	0	0	0	0	0	0	0	1	0
K22103	0	36	7	61	0	3	3	0	312	22	0	32
K22112	0	7	2	10	0	0	0	0	25	3	0	0
K22132	0	0	0	0	0	0	1	2	0	0	0	0
K22152	0	0	0	0	0	0	0	0	1	0	0	0
K22186	0	0	0	0	0	0	0	0	0	0	2	0
K22205	0	0	0	0	0	2	0	0	0	0	0	0
K22212	4	9	0	1	0	0	2	2	5	3	0	2
K22229	0	8	2	23	0	0	0	0	0	5	0	2
K22230	0	0	0	1	0	0	0	0	6	0	0	0
K22245	0	5	2	17	0	0	0	0	0	0	0	0
K22278	0	0	0	0	0	0	0	0	1	0	0	0
K22293	1	0	0	0	0	0	0	0	0	0	0	0
K22296	2	0	0	0	0	0	0	0	0	0	0	0
K22305	0	0	0	2	0	0	0	0	0	0	0	0
K22306	0	0	0	0	0	0	0	3	0	0	0	0
K22310	2	0	0	0	0	0	0	0	0	0	0	0
K22325	0	6	0	9	0	0	0	0	0	2	0	0
K22330	0	123	63	360	0	0	0	2	1413	127	0	94
K22393	2	3	0	0	2	0	2	0	0	0	0	0
K22394	0	1	0	0	0	0	0	0	0	0	0	0
K22432	0	0	0	0	0	0	0	2	0	0	0	0
K22445	0	0	0	0	0	0	1	0	0	0	0	0
K22452	0	0	0	0	1	0	0	0	0	0	1	0
K22457	1	0	0	0	0	0	0	0	0	0	0	0
K22468	2	0	0	0	0	0	0	0	0	0	0	0
K22486	0	0	0	0	0	0	0	0	0	0	0	2
