L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	3
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	3
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	3
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	3
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00139	Succinate-semialdehyde dehydrogenase	1.2.1.24	ALDH5A1	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00139	Succinate-semialdehyde dehydrogenase	1.2.1.24	ALDH5A1	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00140	Malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.2.1.18 1.2.1.27	mmsA, iolA, ALDH6A1	1
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K00140	Malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.2.1.18 1.2.1.27	mmsA, iolA, ALDH6A1	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00140	Malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.2.1.18 1.2.1.27	mmsA, iolA, ALDH6A1	1
Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K00140	Malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	1.2.1.18 1.2.1.27	mmsA, iolA, ALDH6A1	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	2
Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis [PATH:ko00332]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	5
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00426	Cytochrome bd ubiquinol oxidase subunit II	7.1.1.7	cydB	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00426	Cytochrome bd ubiquinol oxidase subunit II	7.1.1.7	cydB	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00527	Ribonucleoside-triphosphate reductase (thioredoxin)	1.17.4.2	rtpR	4
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00527	Ribonucleoside-triphosphate reductase (thioredoxin)	1.17.4.2	rtpR	4
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	2
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	3
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	3
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins [PATH:ko01051]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	3
Metabolism	Lipid metabolism	Sphingolipid metabolism [PATH:ko00600]	K00654	Serine palmitoyltransferase	2.3.1.50	SPT	1
Environmental Information Processing	Signal transduction	Sphingolipid signaling pathway [PATH:ko04071]	K00654	Serine palmitoyltransferase	2.3.1.50	SPT	1
Cellular Processes	Transport and catabolism	Autophagy - yeast [PATH:ko04138]	K00654	Serine palmitoyltransferase	2.3.1.50	SPT	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00654	Serine palmitoyltransferase	2.3.1.50	SPT	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00691	Maltose phosphorylase	2.4.1.8	mapA	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00772	5'-methylthioadenosine phosphorylase	2.4.2.28	mtaP, MTAP	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00789	S-adenosylmethionine synthetase	2.5.1.6	metK	2
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00806	Undecaprenyl diphosphate synthase	2.5.1.31	uppS	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00806	Undecaprenyl diphosphate synthase	2.5.1.31	uppS	1
Brite Hierarchies	Protein families: metabolism	Prenyltransferases [BR:ko01006]	K00806	Undecaprenyl diphosphate synthase	2.5.1.31	uppS	1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00833	Adenosylmethionine---8-amino-7-oxononanoate aminotransferase	2.6.1.62	bioA	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00833	Adenosylmethionine---8-amino-7-oxononanoate aminotransferase	2.6.1.62	bioA	1
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00841	Aminotransferase	2.6.1.-	patA	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00841	Aminotransferase	2.6.1.-	patA	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00849	Galactokinase	2.7.1.6	galK	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00849	Galactokinase	2.7.1.6	galK	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00849	Galactokinase	2.7.1.6	galK	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Environmental Information Processing	Signal transduction	AMPK signaling pathway [PATH:ko04152]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Organismal Systems	Endocrine system	Thyroid hormone signaling pathway [PATH:ko04919]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K00850	6-phosphofructokinase 1	2.7.1.11	pfkA, PFK	1
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	6
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	6
Organismal Systems	Environmental adaptation	Plant-pathogen interaction [PATH:ko04626]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	6
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	6
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00867	Type I pantothenate kinase	2.7.1.33	coaA	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00876	Uridine kinase	2.7.1.48	udk, UCK	29
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00876	Uridine kinase	2.7.1.48	udk, UCK	29
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00880	L-xylulokinase	2.7.1.53	lyxK	1
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K00880	L-xylulokinase	2.7.1.53	lyxK	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00925	Acetate kinase	2.7.2.1	ackA	6
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00925	Acetate kinase	2.7.2.1	ackA	6
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00925	Acetate kinase	2.7.2.1	ackA	6
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00925	Acetate kinase	2.7.2.1	ackA	6
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00925	Acetate kinase	2.7.2.1	ackA	6
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00927	Phosphoglycerate kinase	2.7.2.3	PGK, pgk	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00927	Phosphoglycerate kinase	2.7.2.3	PGK, pgk	2
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00927	Phosphoglycerate kinase	2.7.2.3	PGK, pgk	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00927	Phosphoglycerate kinase	2.7.2.3	PGK, pgk	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00939	Adenylate kinase	2.7.4.3	adk, AK	1
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K00939	Adenylate kinase	2.7.4.3	adk, AK	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00939	Adenylate kinase	2.7.4.3	adk, AK	1
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K00941	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	2.7.1.49 2.7.4.7	thiD	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00951	GTP pyrophosphokinase	2.7.6.5	relA	3
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00954	Pantetheine-phosphate adenylyltransferase	2.7.7.3	E2.7.7.3A, coaD, kdtB	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K00970	Poly(A) polymerase	2.7.7.19	pcnB	2
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K00970	Poly(A) polymerase	2.7.7.19	pcnB	2
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	1
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	1
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	1
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00980	Glycerol-3-phosphate cytidylyltransferase	2.7.7.39	tagD	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00981	Phosphatidate cytidylyltransferase	2.7.7.41	E2.7.7.41, CDS1, CDS2, cdsA	1
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system [PATH:ko04070]	K00981	Phosphatidate cytidylyltransferase	2.7.7.41	E2.7.7.41, CDS1, CDS2, cdsA	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01086	Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37	fbp-SEBP	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01086	Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37	fbp-SEBP	2
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01086	Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37	fbp-SEBP	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01086	Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37	fbp-SEBP	2
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01086	Fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37	fbp-SEBP	2
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K01153	Type I restriction enzyme, R subunit	3.1.21.3	hsdR	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01215	Glucan 1,6-alpha-glucosidase	3.2.1.70	dexB	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01226	Trehalose-6-phosphate hydrolase	3.2.1.93	treC	5
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01232	Maltose-6'-phosphate glucosidase	3.2.1.122	glvA	1
Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K01246	DNA-3-methyladenine glycosylase I	3.2.2.20	tag	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01246	DNA-3-methyladenine glycosylase I	3.2.2.20	tag	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	4
Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	4
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	4
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01281	X-Pro dipeptidyl-peptidase	3.4.14.11	pepX	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01356	Repressor LexA	3.4.21.88	lexA	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01356	Repressor LexA	3.4.21.88	lexA	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01372	Bleomycin hydrolase	3.4.22.40	BLMH, pepC	2
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01439	Succinyl-diaminopimelate desuccinylase	3.5.1.18	dapE	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01439	Succinyl-diaminopimelate desuccinylase	3.5.1.18	dapE	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01465	Dihydroorotase	3.5.2.3	URA4, pyrC	1
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01495	GTP cyclohydrolase IA	3.5.4.16	GCH1, folE	1
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01496	Phosphoribosyl-AMP cyclohydrolase	3.5.4.19	hisI	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01519	Inosine triphosphate pyrophosphatase	3.6.1.-	ITPA	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01519	Inosine triphosphate pyrophosphatase	3.6.1.-	ITPA	1
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01523	Phosphoribosyl-ATP pyrophosphohydrolase	3.6.1.31	hisE	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01531	P-type Mg2+ transporter	7.2.2.14	mgtA, mgtB	4
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01537	P-type Ca2+ transporter type 2C	7.2.2.10	ATP2C	2
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01575	Acetolactate decarboxylase	4.1.1.5	alsD, budA, aldC	3
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01575	Acetolactate decarboxylase	4.1.1.5	alsD, budA, aldC	3
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01598	Phosphopantothenoylcysteine decarboxylase	4.1.1.36	PPCDC, coaC	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	4
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	4
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	2
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01686	Mannonate dehydratase	4.2.1.8	uxuA	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	1
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01689	Enolase	4.2.1.11	ENO, eno	2
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01689	Enolase	4.2.1.11	ENO, eno	2
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K01689	Enolase	4.2.1.11	ENO, eno	2
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K01689	Enolase	4.2.1.11	ENO, eno	2
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K01689	Enolase	4.2.1.11	ENO, eno	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01689	Enolase	4.2.1.11	ENO, eno	2
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
