ID	Function	Source	Count
DnaB	DnaB-like helicase N-terminal domain-containing protein	PF00772.23	13
DnaB	replicative DNA helicase	TIGR00665	13
ECF_ATPase_1	energy-coupling factor transporter ATPase	TIGR04520	5
ECF_ATPase_2	energy-coupling factor transporter ATPase	TIGR04521	1
ECF_ThiT_YuaJ	energy-coupled thiamine transporter ThiT	TIGR02357	5
EF-G	elongation factor G	TIGR00484	116
EF-Tu	elongation factor Tu	TIGR00485	30
EF_0830	conserved hypothetical protein EF_0830/AHA_3911	TIGR03577	1
EIIA-LAC	lactose-specific PTS transporter subunit IIA	TIGR00823	1
EIID-AGA	PTS system mannose/fructose/sorbose family transporter subunit IID	PF03613.16	11
EIID-AGA	mannose/fructose/sorbose PTS transporter subunit IID	TIGR00828	11
EPS_sugtrans	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	TIGR03025	17
EpaQ_fam	EpaQ family protein		17
FDH-beta	formate dehydrogenase subunit beta	TIGR01582	2
FGAM_synth_II	phosphoribosylformylglycinamidine synthase subunit PurL	TIGR01736	7
FRU	fructose PTS transporter subunit IIB	TIGR00829	6
FakA_VfrB	fatty acid kinase catalytic subunit FakA		18
FeS_nifS	cysteine desulfurase NifS	TIGR03402	5
FnlA	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	TIGR04130	60
FtsE	cell division ATP-binding protein FtsE	TIGR02673	13
FtsH_fam	ATP-dependent zinc metalloprotease FtsH	TIGR01241	89
FtsX_Gpos	permease-like cell division protein FtsX		12
GAPDH-I	type I glyceraldehyde-3-phosphate dehydrogenase	TIGR01534	43
GMP_PMI	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	TIGR01479	6
GMP_reduct_2	GMP reductase	TIGR01306	35
GTP_HflX	GTPase HflX	TIGR03156	23
GTPase_EngA	ribosome biogenesis GTPase Der	TIGR03594	12
GTPase_YlqF	ribosome biogenesis GTPase YlqF	TIGR03596	19
GTPase_YqeH	ribosome biogenesis GTPase YqeH	TIGR03597	15
GTPase_YsxC	ribosome biogenesis GTP-binding protein YihA/YsxC	TIGR03598	12
GalB	beta-galactosidase GalB		5
GguA	sugar ABC transporter ATP-binding protein		46
GguB	sugar ABC transporter permease		40
GlnA	type I glutamate--ammonia ligase	TIGR00653	44
GlrX_NrdH	glutaredoxin-like protein NrdH	TIGR02194	7
GyrA_w_intein	intein-containing DNA gyrase subunit A		3
HAD-SF-IIA-hyp2	TIGR01457 family HAD-type hydrolase	TIGR01457	8
HEQRo_perm_3TM	ABC transporter permease subunit	TIGR01726	12
HGPRTase	hypoxanthine phosphoribosyltransferase	TIGR01203	6
HK_VanS_ACDEFG	vancomycin resistance histidine kinase VanS		9
HK_VicK	cell wall metabolism sensor histidine kinase VicK		5
HK_WalK	cell wall metabolism sensor histidine kinase WalK		49
HMG-CoA-S_prok	hydroxymethylglutaryl-CoA synthase	TIGR01835	46
HMG_CoA_R_NAD	hydroxymethylglutaryl-CoA reductase, degradative	TIGR00532	3
HMP-P_kinase	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	TIGR00097	8
HelD_BACSU	RNA polymerase recycling motor HelD		1
HpnA	hopanoid-associated sugar epimerase	TIGR03466	3
HpnC	squalene synthase HpnC	TIGR03464	2
HpnE	hydroxysqualene dehydroxylase HpnE	TIGR03467	2
HpnH	adenosyl-hopene transferase HpnH	TIGR03470	3
HpnJ	hopanoid biosynthesis associated radical SAM protein HpnJ	TIGR03471	11
HpnK	hopanoid biosynthesis-associated protein HpnK	TIGR03473	2
HpnL	putative membrane protein	TIGR03476	1
HpnM	hopanoid biosynthesis associated membrane protein HpnM	TIGR03481	2
HpnN	hopanoid biosynthesis associated RND transporter like protein HpnN	TIGR03480	9
IF-2	Translation-initiation factor 2	PF11987.10	69
IF-2	translation initiation factor IF-2	TIGR00487	69
IMPACT_YIGZ	YigZ family protein	TIGR00257	17
IMP_dehydrog	IMP dehydrogenase	TIGR01302	44
IPP_isom_2	type 2 isopentenyl-diphosphate Delta-isomerase	TIGR02151	9
Jag_EloR	RNA-binding cell elongation regulator Jag/EloR		3
L11_bact	50S ribosomal protein L11	TIGR01632	15
L12	50S ribosomal protein L7/L12	TIGR00855	5
L17	50S ribosomal protein L17	TIGR00059	1
L18_bact	50S ribosomal protein L18	TIGR00060	13
L28	50S ribosomal protein L28	TIGR00009	3
L29	50S ribosomal protein L29	TIGR00012	5
L3_bact	50S ribosomal protein L3	TIGR03625	11
L6_bact	50S ribosomal protein L6	TIGR03654	18
LBP_cg2779_fam	LBP_cg2779 family protein		1
LPS_export_lptB	LPS export ABC transporter ATP-binding protein	TIGR04406	5
LTA_DltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD	TIGR04092	8
LTA_dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	TIGR04091	34
LVIS_2131_fam	LVIS_2131 family protein		1
L_ocin_972_ABC	putative bacteriocin export ABC transporter	TIGR03608	20
M3_fam_3	M3 family oligoendopeptidase	TIGR02290	17
MG423	RNase J family beta-CASP ribonuclease	TIGR00649	34
MGSA	methylglyoxal synthase	TIGR00160	5
MTHFS_bact	5-formyltetrahydrofolate cyclo-ligase	TIGR02727	2
MenG_MenH_UbiE	ubiquinone/menaquinone biosynthesis methyltransferase	TIGR01934	1
MsbA_lipidA	lipid A export permease/ATP-binding protein MsbA	TIGR02203	37
MsbA_rel	ABC transporter, permease/ATP-binding protein	TIGR02204	6
MtrAB_MtrA	MtrAB system response regulator MtrA		1
NHLM_micro_ABC1	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit	TIGR03796	10
NusA	transcription termination factor NusA	TIGR01953	8
NusG_myco	transcription termination/antitermination protein NusG	TIGR01956	4
OAH_OAS_sulfhy	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	TIGR01326	1
PBP_1a_fam	PBP1A family penicillin-binding protein	TIGR02074	2
PDH_E1_alph_x	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	TIGR03181	37
PDH_E1_alph_y	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	TIGR03182	3
PDHac_trf_mito	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	TIGR01349	2
PD_CobS	cobaltochelatase subunit CobS	TIGR01650	1
PFKA_ATP	6-phosphofructokinase	TIGR02482	22
PFL2-3	formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme	TIGR01774	11
PFLA	pyruvate formate-lyase-activating protein	TIGR02493	5
PFLE_PFLC	glycyl-radical enzyme activating protein	TIGR02494	5
PNPH	purine nucleoside phosphorylase I, inosine and guanosine-specific	TIGR01700	6
PQQ_ABC_ATP	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	TIGR03864	3
PQQ_membr_DH	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	TIGR03074	7
PQQ_syn_pqqC	pyrroloquinoline-quinone synthase PqqC	TIGR02111	3
PQQ_syn_pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	TIGR02109	3
PRK00006.1	3-hydroxyacyl-ACP dehydratase FabZ	PRK00006	4
PRK00010.1	50S ribosomal protein L5	PRK00010	22
PRK00011.1	serine hydroxymethyltransferase	PRK00011	43
PRK00013.1	chaperonin GroEL	PRK00013	52
PRK00015.1-1	ribonuclease HII	PRK00015	20
PRK00015.1-3	ribonuclease HII	PRK00015	1
PRK00024.1	DNA repair protein RadC	PRK00024	11
PRK00026.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	PRK00026	26
PRK00029.1	YdiU family protein	PRK00029	5
PRK00033.1-2	ATP-dependent Clp protease adapter ClpS	PRK00033	2
PRK00047.1	glycerol kinase GlpK	PRK00047	2
PRK00049.1	elongation factor Tu	PRK00049	24
PRK00054.1-2	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	4
PRK00054.1-4	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	10
PRK00055.1-1	ribonuclease Z	PRK00055	2
PRK00064.1-3	DNA replication/repair protein RecF	PRK00064	6
PRK00064.1-5	DNA replication/repair protein RecF	PRK00064	31
PRK00066.1	L-lactate dehydrogenase	PRK00066	32
PRK00071.1-4	nicotinate-nucleotide adenylyltransferase	PRK00071	20
PRK00074.1	glutamine-hydrolyzing GMP synthase	PRK00074	51
PRK00080.1	Holliday junction branch migration DNA helicase RuvB	PRK00080	58
PRK00089.1	GTPase Era	PRK00089	15
PRK00092.1-2	ribosome maturation factor RimP	PRK00092	31
PRK00092.2-5	ribosome maturation factor RimP	PRK00092	8
PRK00094.1-3	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	PRK00094	32
PRK00095.1-3	DNA mismatch repair endonuclease MutL	PRK00095	56
PRK00099.1-1	50S ribosomal protein L10	PRK00099	9
PRK00103.1-3	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	PRK00103	11
PRK00104.1-4	segregation/condensation protein A	PRK00104	18
PRK00106.1	ribonuclease Y	PRK00106	27
PRK00110.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK00110	35
PRK00114.1	Hsp33 family molecular chaperone HslO	PRK00114	3
PRK00118.1-1	putative DNA-binding protein	PRK00118	8
PRK00118.1-4	putative DNA-binding protein	PRK00118	9
PRK00129.1	uracil phosphoribosyltransferase	PRK00129	5
PRK00132.1	30S ribosomal protein S9	PRK00132	28
PRK00136.1	30S ribosomal protein S8	PRK00136	22
PRK00139.1-2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	1
PRK00139.2-1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	3
PRK00139.2-3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	6
PRK00139.2-4	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	9
PRK00142.1-4	rhodanese-related sulfurtransferase	PRK00142	2
PRK00143.1	tRNA 2-thiouridine(34) synthase MnmA	PRK00143	34
PRK00147.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	PRK00147	22
PRK00175.1	homoserine O-acetyltransferase	PRK00175	2
PRK00197.1	glutamate-5-semialdehyde dehydrogenase	PRK00197	5
PRK00202.1-1	transcription antitermination factor NusB	PRK00202	2
PRK00216.1-1	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	PRK00216	2
PRK00216.1-3	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	PRK00216	2
PRK00226.1-1	transcription elongation factor GreA	PRK00226	9
PRK00226.1-4	transcription elongation factor GreA	PRK00226	6
PRK00230.1	orotidine-5'-phosphate decarboxylase	PRK00230	22
PRK00277.1	ATP-dependent Clp protease proteolytic subunit	PRK00277	20
PRK00279.1-2	adenylate kinase	PRK00279	16
PRK00279.1-3	adenylate kinase	PRK00279	1
PRK00279.1-4	adenylate kinase	PRK00279	3
PRK00281.3-4	undecaprenyl-diphosphate phosphatase	PRK00281	2
PRK00283.1	tyrosine recombinase	PRK00283	7
PRK00290.1	molecular chaperone DnaK	PRK00290	77
PRK00293.1	protein-disulfide reductase DsbD	PRK00293	1
PRK00331.1	isomerizing glutamine--fructose-6-phosphate transaminase	PRK00331	34
PRK00349.1	excinuclease ABC subunit UvrA	PRK00349	92
PRK00364.1-5	co-chaperone GroES	PRK00364	2
PRK00364.2-5	co-chaperone GroES	PRK00364	6
PRK00366.1	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	PRK00366	2
PRK00393.1	GTP cyclohydrolase II RibA	PRK00393	1
PRK00400.1-5	phosphoribosyl-ATP diphosphatase	PRK00400	1
PRK00405.1	DNA-directed RNA polymerase subunit beta	PRK00405	58
PRK00409.1-3	endonuclease MutS2	PRK00409	33
PRK00409.1-5	endonuclease MutS2	PRK00409	22
PRK00443.1-1	glucosamine-6-phosphate deaminase	PRK00443	17
PRK00443.1-4	glucosamine-6-phosphate deaminase	PRK00443	6
PRK00448.1	PolC-type DNA polymerase III	PRK00448	134
PRK00455.1-3	orotate phosphoribosyltransferase	PRK00455	4
PRK00465.1	50S ribosomal protein L36	PRK00465	2
PRK00476.1	aspartate--tRNA ligase	PRK00476	32
PRK00484.1	lysine--tRNA ligase	PRK00484	36
PRK00509.1	argininosuccinate synthase	PRK00509	5
PRK00529.1	elongation factor P	PRK00529	2
PRK00549.1	competence/damage-inducible protein A	PRK00549	13
PRK00558.1-5	excinuclease ABC subunit UvrC	PRK00558	1
PRK00567.1-3	large-conductance mechanosensitive channel protein MscL	PRK00567	6
PRK00571.1-3	F0F1 ATP synthase subunit epsilon	PRK00571	20
PRK00591.1	peptide chain release factor 1	PRK00591	28
PRK00595.1	50S ribosomal protein L33	PRK00595	5
PRK00596.1	30S ribosomal protein S10	PRK00596	11
PRK00654.1-1	glycogen synthase GlgA	PRK00654	23
PRK00654.1-2	glycogen synthase GlgA	PRK00654	3
PRK00668.1	nucleoside-diphosphate kinase	PRK00668	2
PRK00701.1	Mn(2+) uptake NRAMP transporter MntH	PRK00701	51
PRK00702.1	ribose-5-phosphate isomerase RpiA	PRK00702	4
PRK00741.1	peptide chain release factor 3	PRK00741	56
PRK00750.1-2	lysine--tRNA ligase	PRK00750	8
PRK00768.1	ammonia-dependent NAD(+) synthetase	PRK00768	33
PRK00802.1-2	DNA-3-methyladenine glycosylase	PRK00802	3
PRK00811.1	polyamine aminopropyltransferase	PRK00811	4
PRK00831.1	type B 50S ribosomal protein L36	PRK00831	1
PRK00856.1	aspartate carbamoyltransferase catalytic subunit	PRK00856	7
PRK00865.1-3	glutamate racemase	PRK00865	18
PRK00881.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PRK00881	64
PRK00892.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	PRK00892	2
PRK00913.2-4	leucyl aminopeptidase	PRK00913	8
PRK00915.1-4	2-isopropylmalate synthase	PRK00915	3
PRK00924.1	5-dehydro-4-deoxy-D-glucuronate isomerase	PRK00924	34
PRK00951.1-1	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	2
PRK00951.1-5	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	4
PRK00977.1-2	exodeoxyribonuclease VII small subunit	PRK00977	7
PRK00982.1-2	acyl carrier protein	PRK00982	2
PRK00982.1-4	acyl carrier protein	PRK00982	18
PRK00982.1-5	acyl carrier protein	PRK00982	1
PRK01045.1-4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	PRK01045	1
PRK01060.1-1	deoxyribonuclease IV	PRK01060	37
PRK01076.1	L-rhamnose isomerase	PRK01076	23
PRK01117.1	adenylosuccinate synthase	PRK01117	48
PRK01213.1	phosphoribosylformylglycinamidine synthase subunit PurL	PRK01213	56
PRK01222.1-1	phosphoribosylanthranilate isomerase	PRK01222	1
PRK01250.1	inorganic diphosphatase	PRK01250	3
PRK01259.1	ribose-phosphate diphosphokinase	PRK01259	22
PRK01278.1	acetylornithine transaminase	PRK01278	5
PRK01326.1	peptidylprolyl isomerase PrsA	PRK01326	3
PRK01388.1	arginine deiminase	PRK01388	1
PRK01655.1	transcriptional regulator Spx	PRK01655	19
PRK01678.1	type B 50S ribosomal protein L31	PRK01678	6
PRK01827.1-2	thymidylate synthase	PRK01827	18
PRK01844.1	YneF family protein	PRK01844	1
PRK01885.1	transcription elongation factor GreB	PRK01885	4
PRK01966.1-2	D-alanine--D-alanine ligase	PRK01966	2
PRK01966.1-4	D-alanine--D-alanine ligase	PRK01966	3
PRK01966.1-5	D-alanine--D-alanine ligase	PRK01966	25
PRK02090.1	phosphoadenylyl-sulfate reductase	PRK02090	1
PRK02234.1-1	Holliday junction resolvase RecU	PRK02234	4
PRK02234.1-5	Holliday junction resolvase RecU	PRK02234	22
PRK02260.2-4	S-ribosylhomocysteine lyase	PRK02260	17
PRK02269.1	ribose-phosphate diphosphokinase	PRK02269	36
PRK02304.1-2	adenine phosphoribosyltransferase	PRK02304	29
PRK02304.1-5	adenine phosphoribosyltransferase	PRK02304	1
PRK02406.1	DNA polymerase IV	PRK02406	34
PRK02458.1	ribose-phosphate diphosphokinase	PRK02458	19
PRK02463.1	membrane protein insertase YidC	PRK02463	33
PRK02471.1	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	PRK02471	40
PRK02491.1	nucleoside-triphosphate diphosphatase	PRK02491	7
PRK02539.1	DUF896 family protein	PRK02539	8
PRK02597.1	DNA-directed RNA polymerase subunit beta'	PRK02597	24
PRK02624.1	photosystem II reaction center protein PsbH	PRK02624	1
PRK02625.1	DNA-directed RNA polymerase subunit gamma	PRK02625	2
PRK02628.1	NAD(+) synthase	PRK02628	3
PRK02833.1-1	phosphate-starvation-inducible protein PsiE	PRK02833	4
PRK02925.1	glucuronate isomerase	PRK02925	12
PRK02929.1	L-arabinose isomerase	PRK02929	55
PRK02944.1	YidC family membrane integrase SpoIIIJ	PRK02944	2
PRK03080.1-2	phosphoserine transaminase	PRK03080	8
PRK03202.1	ATP-dependent 6-phosphofructokinase	PRK03202	17
PRK03356.1	L-carnitine/gamma-butyrobetaine antiporter	PRK03356	2
PRK03619.1	phosphoribosylformylglycinamidine synthase subunit PurQ	PRK03619	25
PRK03635.1	ArgP/LysG family DNA-binding transcriptional regulator	PRK03635	6
PRK03643.1	tagaturonate reductase	PRK03643	18
PRK03767.1	NAD(P)H:quinone oxidoreductase	PRK03767	1
PRK03846.1	adenylyl-sulfate kinase	PRK03846	1
PRK03906.1	mannonate dehydratase	PRK03906	23
PRK03932.1	asparagine--tRNA ligase	PRK03932	35
PRK04158.1	GTP-sensing pleiotropic transcriptional regulator CodY	PRK04158	3
PRK04161.1	tagatose 1,6-diphosphate aldolase	PRK04161	44
PRK04280.1	transcriptional regulator ArgR	PRK04280	2
PRK04284.1	ornithine carbamoyltransferase	PRK04284	32
PRK04296.1-4	thymidine kinase	PRK04296	40
PRK04351.1	SprT family protein	PRK04351	12
PRK04375.1-2	heme o synthase	PRK04375	1
PRK04387.1	hypothetical protein	PRK04387	2
PRK04405.1	peptidylprolyl isomerase	PRK04405	1
PRK04761.1	NAD kinase	PRK04761	1
PRK04778.1-4	septation ring formation regulator EzrA	PRK04778	22
PRK04813.1	D-alanine--poly(phosphoribitol) ligase subunit DltA	PRK04813	41
PRK04837.1	ATP-dependent RNA helicase RhlB	PRK04837	8
PRK04885.1	NAD kinase	PRK04885	23
PRK04897.1	zinc metalloprotease HtpX	PRK04897	1
PRK05087.1	D-alanine--poly(phosphoribitol) ligase subunit DltC	PRK05087	2
PRK05092.1	[protein-PII] uridylyltransferase	PRK05092	1
PRK05182.1-2	DNA-directed RNA polymerase subunit alpha	PRK05182	4
PRK05182.1-4	DNA-directed RNA polymerase subunit alpha	PRK05182	1
PRK05182.2-1	DNA-directed RNA polymerase subunit alpha	PRK05182	49
PRK05182.2-4	DNA-directed RNA polymerase subunit alpha	PRK05182	9
PRK05185.1	50S ribosomal protein L20	PRK05185	12
PRK05198.1	3-deoxy-8-phosphooctulonate synthase	PRK05198	2
PRK05201.1	ATP-dependent protease ATPase subunit HslU	PRK05201	45
PRK05205.1-4	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	18
PRK05205.1-5	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	4
PRK05218.1	molecular chaperone HtpG	PRK05218	4
PRK05222.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	PRK05222	9
PRK05234.1	methylglyoxal synthase	PRK05234	3
PRK05253.1	sulfate adenylyltransferase subunit CysD	PRK05253	1
PRK05254.1-1	uracil-DNA glycosylase	PRK05254	1
PRK05254.1-2	uracil-DNA glycosylase	PRK05254	14
PRK05254.1-5	uracil-DNA glycosylase	PRK05254	15
PRK05261.1-2	phosphoketolase	PRK05261	1
PRK05261.1-3	phosphoketolase	PRK05261	172
PRK05261.1-6	phosphoketolase	PRK05261	2
PRK05265.1-2	pyridoxine 5'-phosphate synthase	PRK05265	3
PRK05270.1-3	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	2
PRK05270.1-5	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	19
PRK05270.2-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	24
PRK05270.3-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	10
PRK05293.1	glucose-1-phosphate adenylyltransferase	PRK05293	33
PRK05294.1	carbamoyl-phosphate synthase large subunit	PRK05294	68
PRK05298.1	excinuclease ABC subunit UvrB	PRK05298	46
PRK05303.1	flagellar basal body P-ring protein FlgI	PRK05303	2
PRK05305.1-3	phosphatidylserine decarboxylase	PRK05305	1
PRK05309.1	30S ribosomal protein S11	PRK05309	27
PRK05312.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	PRK05312	5
PRK05322.1	galactokinase	PRK05322	56
PRK05327.1	30S ribosomal protein S4	PRK05327	29
PRK05330.1	oxygen-dependent coproporphyrinogen oxidase	PRK05330	2
PRK05335.1	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	PRK05335	28
PRK05339.1	pyruvate, phosphate dikinase/phosphoenolpyruvate synthase regulator	PRK05339	19
PRK05342.1	ATP-dependent Clp protease ATP-binding subunit ClpX	PRK05342	31
PRK05362.1	phosphopentomutase	PRK05362	15
PRK05371.1-2	Xaa-Pro dipeptidyl-peptidase	PRK05371	3
PRK05380.1	CTP synthase	PRK05380	29
PRK05382.1	chorismate synthase	PRK05382	1
PRK05395.1-1	type II 3-dehydroquinate dehydratase	PRK05395	1
PRK05395.1-3	type II 3-dehydroquinate dehydratase	PRK05395	1
PRK05399.1	DNA mismatch repair protein MutS	PRK05399	13
PRK05416.1	RNase adapter RapZ	PRK05416	18
PRK05422.1	SsrA-binding protein SmpB	PRK05422	23
PRK05427.1	manganese-dependent inorganic pyrophosphatase	PRK05427	15
PRK05441.1	N-acetylmuramic acid 6-phosphate etherase	PRK05441	7
PRK05443.1-4	RNA degradosome polyphosphate kinase	PRK05443	3
PRK05454.1-3	glucans biosynthesis glucosyltransferase MdoH	PRK05454	10
PRK05454.2-1	glucans biosynthesis glucosyltransferase MdoH	PRK05454	3
PRK05456.1	ATP-dependent protease subunit HslV	PRK05456	2
