L1	L2	L3	ID	Function	EC	Gene	Count
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	4
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00700	1,4-alpha-glucan branching enzyme	2.4.1.18	GBE1, glgB	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00700	1,4-alpha-glucan branching enzyme	2.4.1.18	GBE1, glgB	2
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K00717	Glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	FUT8	1
Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis [PATH:ko00513]	K00717	Glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	FUT8	1
Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	K00717	Glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	FUT8	1
Human Diseases	Cancer: overview	Transcriptional misregulation in cancer [PATH:ko05202]	K00717	Glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	FUT8	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00717	Glycoprotein 6-alpha-L-fucosyltransferase	2.4.1.68	FUT8	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00764	Amidophosphoribosyltransferase	2.4.2.14	purF, PPAT	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00789	S-adenosylmethionine synthetase	2.5.1.6	metK	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00812	Aspartate aminotransferase	2.6.1.1	aspB	1
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	2
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	2
Organismal Systems	Environmental adaptation	Plant-pathogen interaction [PATH:ko04626]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00876	Uridine kinase	2.7.1.48	udk, UCK	22
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00876	Uridine kinase	2.7.1.48	udk, UCK	22
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00925	Acetate kinase	2.7.2.1	ackA	5
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00925	Acetate kinase	2.7.2.1	ackA	5
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00925	Acetate kinase	2.7.2.1	ackA	5
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00925	Acetate kinase	2.7.2.1	ackA	5
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00925	Acetate kinase	2.7.2.1	ackA	5
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00937	Polyphosphate kinase	2.7.4.1	ppk1	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K00937	Polyphosphate kinase	2.7.4.1	ppk1	1
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K00937	Polyphosphate kinase	2.7.4.1	ppk1	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00948	Ribose-phosphate pyrophosphokinase	2.7.6.1	PRPS, prsA	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00948	Ribose-phosphate pyrophosphokinase	2.7.6.1	PRPS, prsA	1
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K01056	Peptidyl-tRNA hydrolase, PTH1 family	3.1.1.29	PTH1, pth, spoVC	2
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	2
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	2
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system [PATH:ko04070]	K01092	Myo-inositol-1(or 4)-monophosphatase	3.1.3.25	E3.1.3.25, IMPA, suhB	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	2
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	2
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01182	Oligo-1,6-glucosidase	3.2.1.10	IMA, malL	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01182	Oligo-1,6-glucosidase	3.2.1.10	IMA, malL	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	1
Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01251	Adenosylhomocysteinase	3.3.1.1	E3.3.1.1, ahcY	1
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K01338	ATP-dependent Lon protease	3.4.21.53	lon	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01338	ATP-dependent Lon protease	3.4.21.53	lon	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01531	P-type Mg2+ transporter	7.2.2.14	mgtA, mgtB	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01533	P-type Cu2+ transporter	7.2.2.9	copB	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01534	Zn2+/Cd2+-exporting ATPase	7.2.2.12 7.2.2.21	zntA	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Organismal Systems	Nervous system	GABAergic synapse [PATH:ko04727]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Human Diseases	Endocrine and metabolic disease	Type I diabetes mellitus [PATH:ko04940]	K01580	Glutamate decarboxylase	4.1.1.15	E4.1.1.15, gadB, gadA, GAD	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	1
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	kdsA	2
Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K01627	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	kdsA	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01643	Citrate lyase subunit alpha / citrate CoA-transferase	2.8.3.10	citF	2
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01776	Glutamate racemase	5.1.1.3	murI	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01776	Glutamate racemase	5.1.1.3	murI	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	1
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	1
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	6
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	3
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	3
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	3
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01937	CTP synthase	6.3.4.2	pyrG, CTPS	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	5
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	5
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	5
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	5
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01963	Acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	accD	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01963	Acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	accD	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01963	Acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	accD	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01963	Acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	accD	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01996	Branched-chain amino acid transport system ATP-binding protein		livF	2
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01996	Branched-chain amino acid transport system ATP-binding protein		livF	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01996	Branched-chain amino acid transport system ATP-binding protein		livF	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02003	Putative ABC transport system ATP-binding protein		ABC.CD.A	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02028	Polar amino acid transport system ATP-binding protein	7.4.2.1	ABC.PA.A	2
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02072	D-methionine transport system permease protein		metI	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02072	D-methionine transport system permease protein		metI	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K02110	F-type H+-transporting ATPase subunit c		ATPF0C, atpE	1
Metabolism	Energy metabolism	Photosynthesis [PATH:ko00195]	K02110	F-type H+-transporting ATPase subunit c		ATPF0C, atpE	1
Brite Hierarchies	Protein families: metabolism	Photosynthesis proteins [BR:ko00194]	K02110	F-type H+-transporting ATPase subunit c		ATPF0C, atpE	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Organismal Systems	Environmental adaptation	Thermogenesis [PATH:ko04714]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Parkinson disease [PATH:ko05012]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis [PATH:ko05014]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Huntington disease [PATH:ko05016]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Prion disease [PATH:ko05020]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K02132	F-type H+-transporting ATPase subunit alpha		ATPeF1A, ATP5A1, ATP1	2
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K02197	Cytochrome c-type biogenesis protein CcmE		ccmE	2
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K02297	Cytochrome o ubiquinol oxidase subunit II	7.1.1.3	cyoA	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K02313	Chromosomal replication initiator protein		dnaA	2
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02313	Chromosomal replication initiator protein		dnaA	2
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02313	Chromosomal replication initiator protein		dnaA	2
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K02313	Chromosomal replication initiator protein		dnaA	2
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02357	Elongation factor Ts		tsf, TSFM	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K02357	Elongation factor Ts		tsf, TSFM	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K02510	4-hydroxy-2-oxoheptanedioate aldolase	4.1.2.52	hpaI, hpcH	2
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02518	Translation initiation factor IF-1		infA	2
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02519	Translation initiation factor IF-2		infB, MTIF2	5
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K02519	Translation initiation factor IF-2		infB, MTIF2	5
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02621	Topoisomerase IV subunit A	5.6.2.2	parC	3
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K02621	Topoisomerase IV subunit A	5.6.2.2	parC	3
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K02621	Topoisomerase IV subunit A	5.6.2.2	parC	3
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K02768	Fructose PTS system EIIA component	2.7.1.202	fruB	1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02768	Fructose PTS system EIIA component	2.7.1.202	fruB	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02768	Fructose PTS system EIIA component	2.7.1.202	fruB	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K02788	Lactose PTS system EIICB component	2.7.1.207	lacE	2
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02788	Lactose PTS system EIICB component	2.7.1.207	lacE	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02788	Lactose PTS system EIICB component	2.7.1.207	lacE	2
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K02800	Mannitol PTS system EIICBA or EIICB component	2.7.1.197	mtlA, cmtA	1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02800	Mannitol PTS system EIICBA or EIICB component	2.7.1.197	mtlA, cmtA	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02800	Mannitol PTS system EIICBA or EIICB component	2.7.1.197	mtlA, cmtA	1
