L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00008	L-iditol 2-dehydrogenase	1.1.1.14	SORD, gutB	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00008	L-iditol 2-dehydrogenase	1.1.1.14	SORD, gutB	1
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00013	Histidinol dehydrogenase	1.1.1.23	hisD	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	9
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	11
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	4
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	6
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	6
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	6
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	6
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	6
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00041	Tagaturonate reductase	1.1.1.58	uxaB	15
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00046	Gluconate 5-dehydrogenase	1.1.1.69	idnO	4
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	10
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	10
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00054	Hydroxymethylglutaryl-CoA reductase	1.1.1.88	mvaA	11
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	gpsA	15
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	2
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	2
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	2
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	2
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	11
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	11
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	11
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K00094	Galactitol-1-phosphate 5-dehydrogenase	1.1.1.251	E1.1.1.251, gatD	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism [PATH:ko00830]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation [PATH:ko00625]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	11
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	11
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	3
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	3
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	2
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	10
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	10
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	10
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	10
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	L-aspartate oxidase	1.4.3.16	nadB	2
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	L-aspartate oxidase	1.4.3.16	nadB	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	Pyrroline-5-carboxylate reductase	1.5.1.2	proC	1
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	3
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	3
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	3
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00354	NADPH2 dehydrogenase	1.6.99.1	E1.6.99.1	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	GMP reductase	1.7.1.7	E1.7.1.7, guaC	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	2
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00384	Thioredoxin reductase (NADPH)	1.8.1.9	trxB, TRR	5
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00527	Ribonucleoside-triphosphate reductase (thioredoxin)	1.17.4.2	rtpR	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00527	Ribonucleoside-triphosphate reductase (thioredoxin)	1.17.4.2	rtpR	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00554	TRNA (guanine37-N1)-methyltransferase	2.1.1.228	trmD	6
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	4
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	4
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	4
Genetic Information Processing	Folding, sorting and degradation	Sulfur relay system [PATH:ko04122]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	5
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	5
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00567	Methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63	ogt, MGMT	3
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00574	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79	cfa	5
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	11
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	11
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	11
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	11
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	11
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	11
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	11
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	3
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	3
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00611	Ornithine carbamoyltransferase	2.1.3.3	OTC, argF, argI	3
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	5
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	5
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins [PATH:ko01051]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	5
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Lipid metabolism	Synthesis and degradation of ketone bodies [PATH:ko00072]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Organismal Systems	Digestive system	Fat digestion and absorption [PATH:ko04975]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	3
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00627	Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	2.3.1.12	DLAT, aceF, pdhC	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00627	Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	2.3.1.12	DLAT, aceF, pdhC	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00627	Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	2.3.1.12	DLAT, aceF, pdhC	1
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Metabolism	Lipid metabolism	alpha-Linolenic acid metabolism [PATH:ko00592]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Metabolism	Metabolism of terpenoids and polyketides	Geraniol degradation [PATH:ko00281]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Metabolism	Xenobiotics biodegradation and metabolism	Ethylbenzene degradation [PATH:ko00642]	K00632	Acetyl-CoA acyltransferase	2.3.1.16	fadA, fadI	1
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K00638	Chloramphenicol O-acetyltransferase type B	2.3.1.28	catB	5
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00645	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	fabD, MCAT, MCT1	4
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00645	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	fabD, MCAT, MCT1	4
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00645	[acyl-carrier-protein] S-malonyltransferase	2.3.1.39	fabD, MCAT, MCT1	4
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III	2.3.1.180	fabH	8
