ID	Function	Source	Count
PRK00591.1	peptide chain release factor 1	PRK00591	53
PRK00595.1	50S ribosomal protein L33	PRK00595	7
PRK00596.1	30S ribosomal protein S10	PRK00596	48
PRK00601.1	dUTP diphosphatase	PRK00601	2
PRK00654.1-1	glycogen synthase GlgA	PRK00654	20
PRK00654.1-2	glycogen synthase GlgA	PRK00654	3
PRK00668.1	nucleoside-diphosphate kinase	PRK00668	8
PRK00701.1	Mn(2+) uptake NRAMP transporter MntH	PRK00701	108
PRK00702.1	ribose-5-phosphate isomerase RpiA	PRK00702	12
PRK00714.1-5	RNA pyrophosphohydrolase	PRK00714	3
PRK00720.1	twin-arginine translocase TatA/TatE family subunit	PRK00720	2
PRK00741.1	peptide chain release factor 3	PRK00741	143
PRK00742.1	chemotaxis-specific protein-glutamate methyltransferase CheB	PRK00742	1
PRK00750.1-2	lysine--tRNA ligase	PRK00750	17
PRK00768.1	ammonia-dependent NAD(+) synthetase	PRK00768	55
PRK00779.1	ornithine carbamoyltransferase	PRK00779	4
PRK00802.1-2	DNA-3-methyladenine glycosylase	PRK00802	4
PRK00811.1	polyamine aminopropyltransferase	PRK00811	2
PRK00831.1	type B 50S ribosomal protein L36	PRK00831	1
PRK00856.1	aspartate carbamoyltransferase catalytic subunit	PRK00856	32
PRK00865.1-3	glutamate racemase	PRK00865	34
PRK00881.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PRK00881	103
PRK00892.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	PRK00892	6
PRK00913.1-2	leucyl aminopeptidase	PRK00913	2
PRK00913.2-2	leucyl aminopeptidase	PRK00913	2
PRK00913.2-4	leucyl aminopeptidase	PRK00913	13
PRK00915.1-3	2-isopropylmalate synthase	PRK00915	3
PRK00915.1-4	2-isopropylmalate synthase	PRK00915	5
PRK00924.1	5-dehydro-4-deoxy-D-glucuronate isomerase	PRK00924	58
PRK00951.1-1	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	2
PRK00951.1-5	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	4
PRK00951.2-6	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	2
PRK00977.1-2	exodeoxyribonuclease VII small subunit	PRK00977	12
PRK00982.1-2	acyl carrier protein	PRK00982	4
PRK00982.1-4	acyl carrier protein	PRK00982	14
PRK00982.1-5	acyl carrier protein	PRK00982	6
PRK01045.1-2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	PRK01045	2
PRK01045.1-4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	PRK01045	6
PRK01060.1-1	deoxyribonuclease IV	PRK01060	63
PRK01076.1	L-rhamnose isomerase	PRK01076	23
PRK01103.1	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	PRK01103	2
PRK01117.1	adenylosuccinate synthase	PRK01117	110
PRK01213.1	phosphoribosylformylglycinamidine synthase subunit PurL	PRK01213	163
PRK01222.1-1	phosphoribosylanthranilate isomerase	PRK01222	2
PRK01250.1	inorganic diphosphatase	PRK01250	4
PRK01259.1	ribose-phosphate diphosphokinase	PRK01259	64
PRK01278.1	acetylornithine transaminase	PRK01278	16
PRK01286.1-1	deoxyguanosinetriphosphate triphosphohydrolase	PRK01286	2
PRK01286.1-3	deoxyguanosinetriphosphate triphosphohydrolase	PRK01286	1
PRK01318.1-3	membrane protein insertase YidC	PRK01318	1
PRK01318.1-4	membrane protein insertase YidC	PRK01318	4
PRK01326.1	peptidylprolyl isomerase PrsA	PRK01326	3
PRK01372.1	D-alanine--D-alanine ligase	PRK01372	2
PRK01388.1	arginine deiminase	PRK01388	8
PRK01641.1	3-isopropylmalate dehydratase small subunit	PRK01641	4
PRK01655.1	transcriptional regulator Spx	PRK01655	50
PRK01678.1	type B 50S ribosomal protein L31	PRK01678	17
PRK01827.1-2	thymidylate synthase	PRK01827	28
PRK01844.1	YneF family protein	PRK01844	8
PRK01885.1	transcription elongation factor GreB	PRK01885	4
PRK01966.1-2	D-alanine--D-alanine ligase	PRK01966	1
PRK01966.1-4	D-alanine--D-alanine ligase	PRK01966	6
PRK01966.1-5	D-alanine--D-alanine ligase	PRK01966	50
PRK02090.1	phosphoadenylyl-sulfate reductase	PRK02090	2
PRK02234.1-1	Holliday junction resolvase RecU	PRK02234	1
PRK02234.1-5	Holliday junction resolvase RecU	PRK02234	36
PRK02237.1	YnfA family protein	PRK02237	1
PRK02260.2-4	S-ribosylhomocysteine lyase	PRK02260	31
PRK02269.1	ribose-phosphate diphosphokinase	PRK02269	123
PRK02304.1-2	adenine phosphoribosyltransferase	PRK02304	36
PRK02304.1-5	adenine phosphoribosyltransferase	PRK02304	2
PRK02406.1	DNA polymerase IV	PRK02406	54
PRK02458.1	ribose-phosphate diphosphokinase	PRK02458	63
PRK02463.1	membrane protein insertase YidC	PRK02463	44
PRK02471.1	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	PRK02471	109
PRK02491.1	nucleoside-triphosphate diphosphatase	PRK02491	18
PRK02539.1	DUF896 family protein	PRK02539	25
PRK02597.1	DNA-directed RNA polymerase subunit beta'	PRK02597	51
PRK02625.1	DNA-directed RNA polymerase subunit gamma	PRK02625	6
PRK02628.1	NAD(+) synthase	PRK02628	7
PRK02833.1-1	phosphate-starvation-inducible protein PsiE	PRK02833	17
PRK02925.1	glucuronate isomerase	PRK02925	34
PRK02929.1	L-arabinose isomerase	PRK02929	130
PRK02944.1	YidC family membrane integrase SpoIIIJ	PRK02944	3
PRK02948.1	IscS subfamily cysteine desulfurase	PRK02948	1
PRK03080.1-2	phosphoserine transaminase	PRK03080	12
PRK03202.1	ATP-dependent 6-phosphofructokinase	PRK03202	24
PRK03348.1	DNA polymerase IV	PRK03348	1
PRK03619.1	phosphoribosylformylglycinamidine synthase subunit PurQ	PRK03619	67
PRK03635.1	ArgP/LysG family DNA-binding transcriptional regulator	PRK03635	3
PRK03643.1	tagaturonate reductase	PRK03643	47
PRK03846.1	adenylyl-sulfate kinase	PRK03846	8
PRK03906.1	mannonate dehydratase	PRK03906	37
PRK03932.1	asparagine--tRNA ligase	PRK03932	104
PRK04158.1	GTP-sensing pleiotropic transcriptional regulator CodY	PRK04158	19
PRK04161.1	tagatose 1,6-diphosphate aldolase	PRK04161	72
PRK04201.1	zinc transporter ZupT	PRK04201	2
PRK04280.1	transcriptional regulator ArgR	PRK04280	2
PRK04284.1	ornithine carbamoyltransferase	PRK04284	48
PRK04296.1-4	thymidine kinase	PRK04296	50
PRK04351.1	SprT family protein	PRK04351	20
PRK04375.1-2	heme o synthase	PRK04375	2
PRK04387.1	hypothetical protein	PRK04387	4
PRK04761.1	NAD kinase	PRK04761	3
PRK04778.1-4	septation ring formation regulator EzrA	PRK04778	101
PRK04813.1	D-alanine--poly(phosphoribitol) ligase subunit DltA	PRK04813	82
PRK04837.1	ATP-dependent RNA helicase RhlB	PRK04837	27
PRK04885.1	NAD kinase	PRK04885	56
PRK05015.1	aminopeptidase PepB	PRK05015	1
PRK05087.1	D-alanine--poly(phosphoribitol) ligase subunit DltC	PRK05087	12
PRK05092.1	[protein-PII] uridylyltransferase	PRK05092	11
PRK05170.1-5	YcgN family cysteine cluster protein	PRK05170	2
PRK05182.1-2	DNA-directed RNA polymerase subunit alpha	PRK05182	13
PRK05182.2-1	DNA-directed RNA polymerase subunit alpha	PRK05182	81
PRK05182.2-4	DNA-directed RNA polymerase subunit alpha	PRK05182	28
PRK05185.1	50S ribosomal protein L20	PRK05185	25
PRK05198.1	3-deoxy-8-phosphooctulonate synthase	PRK05198	2
PRK05201.1	ATP-dependent protease ATPase subunit HslU	PRK05201	99
PRK05205.1-4	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	50
