L1	L2	L3	ID	Function	EC	Gene	Count
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00554	TRNA (guanine37-N1)-methyltransferase	2.1.1.228	trmD	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00574	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79	cfa	1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K00590	Site-specific DNA-methyltransferase (cytosine-N4-specific)	2.1.1.113	E2.1.1.113	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	1
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00656	Formate C-acetyltransferase	2.3.1.54	E2.3.1.54, pflD	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00656	Formate C-acetyltransferase	2.3.1.54	E2.3.1.54, pflD	1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00656	Formate C-acetyltransferase	2.3.1.54	E2.3.1.54, pflD	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00691	Maltose phosphorylase	2.4.1.8	mapA	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00700	1,4-alpha-glucan branching enzyme	2.4.1.18	GBE1, glgB	4
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00700	1,4-alpha-glucan branching enzyme	2.4.1.18	GBE1, glgB	4
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00702	Cellobiose phosphorylase	2.4.1.20	E2.4.1.20	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00705	4-alpha-glucanotransferase	2.4.1.25	malQ	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00759	Adenine phosphoribosyltransferase	2.4.2.7	APRT, apt	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00759	Adenine phosphoribosyltransferase	2.4.2.7	APRT, apt	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00761	Uracil phosphoribosyltransferase	2.4.2.9	upp, UPRT	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00773	Queuine tRNA-ribosyltransferase	2.4.2.29	tgt	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00789	S-adenosylmethionine synthetase	2.5.1.6	metK	2
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00795	Farnesyl diphosphate synthase	2.5.1.1 2.5.1.10	ispA	2
Brite Hierarchies	Protein families: metabolism	Prenyltransferases [BR:ko01006]	K00795	Farnesyl diphosphate synthase	2.5.1.1 2.5.1.10	ispA	2
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00796	Dihydropteroate synthase	2.5.1.15	folP	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00831	Phosphoserine aminotransferase	2.6.1.52	serC, PSAT1	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00831	Phosphoserine aminotransferase	2.6.1.52	serC, PSAT1	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00831	Phosphoserine aminotransferase	2.6.1.52	serC, PSAT1	1
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00831	Phosphoserine aminotransferase	2.6.1.52	serC, PSAT1	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00831	Phosphoserine aminotransferase	2.6.1.52	serC, PSAT1	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00848	Rhamnulokinase	2.7.1.5	rhaB	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00848	Rhamnulokinase	2.7.1.5	rhaB	1
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	1
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	1
Organismal Systems	Environmental adaptation	Plant-pathogen interaction [PATH:ko04626]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00864	Glycerol kinase	2.7.1.30	glpK, GK	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00865	Glycerate 2-kinase	2.7.1.165	glxK, garK	1
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K00865	Glycerate 2-kinase	2.7.1.165	glxK, garK	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00865	Glycerate 2-kinase	2.7.1.165	glxK, garK	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2.7.1.148	ispE	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00925	Acetate kinase	2.7.2.1	ackA	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00925	Acetate kinase	2.7.2.1	ackA	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00925	Acetate kinase	2.7.2.1	ackA	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00925	Acetate kinase	2.7.2.1	ackA	1
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00925	Acetate kinase	2.7.2.1	ackA	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K00962	Polyribonucleotide nucleotidyltransferase	2.7.7.8	pnp, PNPT1	2
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K00962	Polyribonucleotide nucleotidyltransferase	2.7.7.8	pnp, PNPT1	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00962	Polyribonucleotide nucleotidyltransferase	2.7.7.8	pnp, PNPT1	2
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	2
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	2
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	2
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	spoT	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01209	Alpha-L-arabinofuranosidase	3.2.1.55	abfA	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01265	Methionyl aminopeptidase	3.4.11.18	map	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01281	X-Pro dipeptidyl-peptidase	3.4.14.11	pepX	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01284	Peptidyl-dipeptidase Dcp	3.4.15.5	dcp	2
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01478	Arginine deiminase	3.5.3.6	arcA	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01493	DCMP deaminase	3.5.4.12	comEB	3
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K01493	DCMP deaminase	3.5.4.12	comEB	3
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism [PATH:ko00740]	K01497	GTP cyclohydrolase II	3.5.4.25	ribA, RIB1	2
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01497	GTP cyclohydrolase II	3.5.4.25	ribA, RIB1	2
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01497	GTP cyclohydrolase II	3.5.4.25	ribA, RIB1	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01520	DUTP pyrophosphatase	3.6.1.23	dut, DUT	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01520	DUTP pyrophosphatase	3.6.1.23	dut, DUT	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01520	DUTP pyrophosphatase	3.6.1.23	dut, DUT	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01534	Zn2+/Cd2+-exporting ATPase	7.2.2.12 7.2.2.21	zntA	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01552	Energy-coupling factor transport system ATP-binding protein	7.-.-.-	ecfA	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01589	5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	purK	1
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01609	Indole-3-glycerol phosphate synthase	4.1.1.48	trpC	5
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01610	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	E4.1.1.49, pckA	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01610	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	E4.1.1.49, pckA	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01610	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	E4.1.1.49, pckA	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01610	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	E4.1.1.49, pckA	2
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01658	Anthranilate synthase component II	4.1.3.27	trpG	3
Metabolism	Biosynthesis of other secondary metabolites	Phenazine biosynthesis [PATH:ko00405]	K01658	Anthranilate synthase component II	4.1.3.27	trpG	3
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01658	Anthranilate synthase component II	4.1.3.27	trpG	3
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K01658	Anthranilate synthase component II	4.1.3.27	trpG	3
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01686	Mannonate dehydratase	4.2.1.8	uxuA	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	5
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01687	Dihydroxy-acid dehydratase	4.2.1.9	ilvD	5
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01697	Cystathionine beta-synthase	4.2.1.22	CBS	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01697	Cystathionine beta-synthase	4.2.1.22	CBS	1
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Biosynthesis of other secondary metabolites	Glucosinolate biosynthesis [PATH:ko00966]	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	leuC, IPMI-L	1
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K01708	Galactarate dehydratase	4.2.1.42	garD	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	2
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01712	Urocanate hydratase	4.2.1.49	hutU, UROC1	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01734	Methylglyoxal synthase	4.2.3.3	mgsA	2
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01736	Chorismate synthase	4.2.3.5	aroC	1
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K01738	Cysteine synthase	2.5.1.47	cysK	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01738	Cysteine synthase	2.5.1.47	cysK	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01740	O-acetylhomoserine (thiol)-lyase	2.5.1.49	metY	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01751	Diaminopropionate ammonia-lyase	4.3.1.15	E4.3.1.15	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01788	N-acylglucosamine-6-phosphate 2-epimerase	5.1.3.9	nanE	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	2
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	2
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	6
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	6
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	6
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	6
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	4
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	4
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	4
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01880	Glycyl-tRNA synthetase	6.1.1.14	GARS, glyS1	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01880	Glycyl-tRNA synthetase	6.1.1.14	GARS, glyS1	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01880	Glycyl-tRNA synthetase	6.1.1.14	GARS, glyS1	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01880	Glycyl-tRNA synthetase	6.1.1.14	GARS, glyS1	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01890	Phenylalanyl-tRNA synthetase beta chain	6.1.1.20	FARSB, pheT	1
